id,length,pack,state,size,condition,cat2,stacks,width,count,target
292,9587,NA,ST-1,37747,CO-9,CA-5,44695,20175.781,69745.0102,TA-2
293,30398,74010.2869,ST-E,48271,CO-B,CA-1,28886,7956.051,39525.52334,TA-4
294,1877,33890.8137,ST-12,36572,CO-0,CA-1,30768,13773.732,70891.19237,TA-3
295,34697,35229.0625,ST-22,8565,CO-B,CA-11,42934,7362.344,75961.37973,TA-2
296,30429,NA,ST-2A,10999,CO-9,CA-14,25136,24484.384,6855.7289,TA-2
297,37207,43716.0353,ST-4,13712,CO-5,CA-18,35447,24553.86,37441.01248,TA-0
298,19578,35141.7209,ST-24,46474,CO-4,CA-C,43492,1004.476,36469.08814,TA-4
299,20191,48243.5348,ST-24,32943,CO-D,CA-0,57416,18672.789,35389.03151,TA-4
300,23363,46892.6278,ST-4,11392,CO-C,CA-17,48148,20735.792,8076.65708,TA-0
301,32747,58251.063,ST-24,26439,CO-3,CA-4,48488,8929.038,3265.8418,TA-4
302,10854,56746.9855,ST-E,5307,CO-C,CA-15,35217,16383.795,79778.11601,TA-0
303,26109,51608.9197,ST-28,2327,CO-C,CA-5,41744,13271.317,68180.45226,TA-1
304,30856,49515.6352,ST-1D,40766,CO-1,CA-14,48955,4535.262,5046.89384,TA-4
305,14795,59740.5472,ST-1B,11875,CO-C,CA-15,36262,9256.722,11405.84033,TA-0
306,6332,NA,ST-15,15367,CO-C,CA-10,43749,5613.627,77232.45313,TA-0
307,10239,55792.7063,ST-14,14147,CO-C,CA-2,36477,18476.182,12591.90961,TA-1
308,32130,46690.515,ST-0,40628,CO-8,CA-14,32674,11396.813,77949.17917,TA-2
309,24246,47793.9704,ST-C,18937,CO-D,CA-A,41215,7056.359,53071.99243,TA-1
310,1855,49010.7852,ST-F,19049,CO-C,CA-D,27694,18910.807,5729.82099,TA-0
311,19264,43912.9205,ST-24,28928,CO-D,CA-13,32006,10566.589,3849.08438,TA-3
312,21673,43193.6729,ST-D,40911,CO-0,CA-5,40877,19069.688,44716.50403,TA-3
313,15662,49785.3607,ST-1E,33846,CO-4,CA-C,46310,26056.419,18969.93125,TA-3
314,32592,42813.9983,ST-24,15102,CO-8,CA-6,44891,15833.457,60772.82059,TA-3
315,24019,46911.5557,ST-15,18719,CO-B,CA-17,52361,17119.812,73957.66993,TA-1
316,29860,34377.3412,ST-1F,6833,CO-6,CA-2,59748,15653.291,20938.60389,TA-2
317,5838,43668.2934,ST-1,9168,CO-B,CA-E,31979,15304.633,61700.65554,TA-0
318,13952,58245.7247,ST-5,16001,CO-3,CA-0,47547,12927.389,48938.54132,TA-1
319,14573,63651.4848,ST-10,9538,CO-C,CA-C,31950,19561.456,86287.75489,TA-0
320,12715,61399.7628,ST-1A,4615,CO-6,CA-1,48094,12038.711,33520.72793,TA-0
321,23050,47095.9086,ST-22,49600,CO-0,CA-16,56805,21630.939,58359.64561,TA-4
322,11725,37400.8177,ST-0,12482,CO-3,CA-E,47996,9981.431,26334.04633,TA-0
323,3943,46675.1908,ST-E,3400,CO-2,CA-9,19675,26262.326,37305.44084,TA-0
324,33336,71092.0986,ST-18,7996,CO-2,CA-A,33283,7007.059,6071.41553,TA-1
325,26314,47591.1798,ST-13,21830,CO-5,CA-2,45339,8221.489,80493.0116,TA-2
326,3849,61580.2215,ST-15,744,CO-A,CA-8,50563,1477.816,72153.59115,TA-0
327,30081,69235.7101,ST-1F,27369,CO-D,CA-C,40364,24162.024,87575.01758,TA-3
328,37811,44284.1682,ST-D,48432,CO-6,CA-6,42887,25655.019,55633.60539,TA-4
329,24308,43405.5976,ST-14,7187,CO-6,CA-7,39824,15523.826,3580.2523,TA-1
330,11445,NA,ST-1A,44444,CO-1,CA-11,34631,13345.899,20528.52764,TA-3
331,4098,42462.2554,ST-1E,31665,CO-2,CA-F,41085,14787.756,47984.35253,TA-2
332,7298,33783.1217,ST-11,2475,CO-3,CA-13,27543,2813.012,62459.10946,TA-0
333,11857,60318.267,ST-23,31888,CO-A,CA-18,57171,3293.009,7235.02476,TA-2
334,26640,75446.5061,ST-26,5860,CO-8,CA-15,42208,4509.158,40549.95063,TA-1
335,19937,50794.1557,ST-5,31062,CO-4,CA-0,57896,15240.007,36158.69045,TA-2
336,3148,28150.9005,ST-28,47112,CO-0,CA-E,38772,23055.653,86951.8587,TA-3
337,38234,63767.0151,ST-23,29799,CO-5,CA-3,45780,15009.436,54783.47786,TA-4
338,8097,54038.0958,ST-23,21816,CO-A,CA-2,26283,12483.501,55229.94536,TA-2
339,26506,42415.4995,ST-11,14340,CO-0,CA-F,21112,18687.84,25975.74881,TA-1
340,31760,48250.8936,ST-1B,47809,CO-5,CA-D,40250,22117.161,51466.83331,TA-4
341,17428,39932.499,ST-10,4760,CO-4,CA-10,26925,18567.706,46193.82914,TA-0
342,8895,63049.382,ST-13,3813,CO-6,CA-14,21759,21101.0,86596.49302,TA-0
343,35228,51287.5224,ST-2A,47602,CO-6,CA-C,47867,17976.491,34085.15919,TA-4
344,36545,66969.9383,ST-A,13627,CO-5,CA-5,42602,10341.669,81878.15416,TA-1
345,32998,29060.3534,ST-18,20788,CO-8,CA-3,42520,6591.173,15023.79453,TA-3
346,13423,54691.6195,ST-5,51481,CO-D,CA-F,40745,25076.365,81464.009,TA-4
347,23986,51802.298,ST-F,47663,CO-1,CA-2,40973,8073.33,35388.42458,TA-4
348,6059,68711.7155,ST-15,38432,CO-4,CA-5,44089,7150.508,25110.10866,TA-3
349,36453,30755.7227,ST-A,29796,CO-0,CA-19,45252,4830.43,56063.63121,TA-2
350,36279,41987.2595,ST-24,10711,CO-8,CA-7,33357,14020.428,45909.00644,TA-3
351,37555,44792.8762,ST-12,27951,CO-D,CA-15,44108,14127.301,5775.76694,TA-2
352,31974,59014.1501,ST-14,35012,CO-A,CA-C,35721,19371.822,20184.99945,TA-3
353,37749,21551.7325,ST-1B,45875,CO-7,CA-6,48140,5305.099,66611.69595,TA-4
354,29815,46127.7203,ST-10,41531,CO-9,CA-13,41169,10394.241,58904.47564,TA-3
355,31829,55623.2725,ST-5,29431,CO-7,CA-F,33018,14223.551,7456.87267,TA-2
356,15307,51542.8382,ST-20,629,CO-A,CA-7,34903,18324.044,19624.63605,TA-0
357,19842,38551.2228,ST-27,42509,CO-7,CA-19,56511,22701.394,75847.47803,TA-4
358,19797,50766.4904,ST-9,7381,CO-D,CA-3,30251,9431.815,76520.225,TA-0
359,8490,56136.1794,ST-10,30767,CO-A,CA-E,41855,16862.539,13081.52822,TA-2
360,37590,46157.2253,ST-18,31716,CO-B,CA-13,50251,7397.271,12836.40978,TA-3
361,29758,32529.3632,ST-17,49311,CO-6,CA-17,40803,23581.296,80619.53749,TA-4
362,11089,31880.5658,ST-0,43938,CO-2,CA-19,25400,4168.172,61934.80215,TA-2
363,7950,64837.6068,ST-11,32207,CO-7,CA-5,46247,9987.976,12616.05144,TA-2
364,31905,53058.1871,ST-26,4385,CO-7,CA-E,46944,22015.682,83556.82631,TA-2
365,38999,36791.8219,ST-C,1040,CO-6,CA-13,31962,21080.096,76767.28898,TA-0
366,1939,56515.9774,ST-9,46057,CO-A,CA-16,54164,4376.945,53953.60473,TA-3
367,32684,61986.7433,ST-9,3707,CO-8,CA-5,42086,26089.098,53087.41915,TA-0
368,34555,41413.0488,ST-1F,32027,CO-B,CA-4,34967,12070.377,71538.52131,TA-4
369,30410,38223.7789,ST-4,16691,CO-2,CA-D,28646,13023.604,64036.96779,TA-0
370,25843,38975.6278,ST-D,19073,CO-1,CA-12,43068,3556.21,44483.95096,TA-1
371,3341,36462.8252,ST-18,930,CO-6,CA-5,57772,3386.344,85160.4483,TA-0
372,4035,36667.2899,ST-17,28764,CO-0,CA-13,38319,9979.224,30400.60269,TA-1
373,35092,33050.9317,ST-8,37480,CO-5,CA-8,46790,23733.022,70062.13616,TA-3
374,33550,42805.1345,ST-18,2011,CO-3,CA-C,42883,17531.771,21126.12487,TA-1
375,11191,41062.217,ST-17,13319,CO-1,CA-16,60269,835.173,66604.42661,TA-0
376,33887,47302.2533,ST-13,23350,CO-5,CA-18,53627,23689.602,53764.73645,TA-2
377,14023,53498.9071,ST-7,9407,CO-9,CA-19,44498,17902.108,60747.30391,TA-0
378,17973,54652.6119,ST-E,27479,CO-3,CA-E,32257,21193.953,25230.76389,TA-2
379,16981,49139.8613,ST-B,17224,CO-9,CA-E,41306,25174.529,82259.20081,TA-1
380,8342,46613.2842,ST-16,13017,CO-1,CA-1,36138,8153.076,85901.55727,TA-1
381,14943,58902.1841,ST-29,43564,CO-1,CA-7,34162,22491.468,60908.63658,TA-4
382,4183,38718.0059,ST-0,2872,CO-B,CA-10,33273,19190.428,79447.43868,TA-0
383,30491,54429.9289,ST-26,40029,CO-0,CA-8,37298,21745.032,48653.40514,TA-4
384,36950,47961.5438,ST-17,27312,CO-D,CA-F,48597,9594.527,50868.52659,TA-3
385,38298,34860.5313,ST-25,46017,CO-7,CA-A,42467,13495.829,71166.27416,TA-4
386,32797,32155.2135,ST-17,36784,CO-2,CA-16,55500,18899.412,87764.33652,TA-3
387,1135,56610.4712,ST-11,48387,CO-C,CA-2,38222,25606.577,57083.57869,TA-4
388,31552,47206.3807,ST-24,33395,CO-C,CA-19,29386,22632.212,74488.75506,TA-4
389,11742,62465.0964,ST-29,50388,CO-C,CA-E,52549,5036.182,47859.73418,TA-4
390,37243,NA,ST-25,6714,CO-5,CA-2,41609,1594.54,23307.3138,TA-3
391,29932,48509.2395,ST-20,36634,CO-4,CA-17,39626,9608.482,48186.90779,TA-4
392,13083,46393.8436,ST-2,35196,CO-8,CA-13,26848,6800.855,68578.87023,TA-2
393,15096,55946.3349,ST-10,13814,CO-3,CA-A,42436,27103.907,8006.2317,TA-1
394,13658,51250.6997,ST-1C,10293,CO-5,CA-D,55090,10016.943,60241.53138,TA-0
395,5299,53538.6918,ST-1A,28251,CO-3,CA-B,30188,4103.663,52794.99207,TA-2
396,29636,NA,ST-5,916,CO-3,CA-13,45949,1730.554,76217.4381,TA-0
397,21728,54548.4873,ST-6,22375,CO-B,CA-4,27582,21855.992,71869.81505,TA-1
398,21504,36596.8342,ST-E,44490,CO-6,CA-0,30590,18379.805,47233.89876,TA-4
399,39216,22660.6182,ST-B,40204,CO-9,CA-3,29900,18577.448,55058.47636,TA-4
400,31864,45193.7637,ST-1,35598,CO-5,CA-D,33414,8807.847,33392.06592,TA-2
401,23798,48257.8635,ST-18,5640,CO-3,CA-8,35854,23575.725,52413.54561,TA-1
402,36208,59274.1715,ST-22,42298,CO-D,CA-D,42287,22618.983,5930.05457,TA-4
403,14085,52514.6698,ST-A,42013,CO-9,CA-6,23633,19814.798,63744.10727,TA-3
404,8086,55651.2163,ST-24,15059,CO-5,CA-7,48000,5816.074,39638.294,TA-1
405,8854,44006.5332,ST-F,9305,CO-2,CA-1,23115,19799.39,50546.5709,TA-0
406,6378,48830.8455,ST-23,40751,CO-3,CA-12,28787,22619.853,58375.55549,TA-3
407,6182,40598.5898,ST-A,21137,CO-0,CA-19,29617,11865.087,88107.23855,TA-0
408,31514,68591.1442,ST-0,27486,CO-3,CA-19,23922,10698.454,69884.45806,TA-1
409,16464,52664.3817,ST-18,36294,CO-7,CA-18,41015,6815.721,87276.25642,TA-2
410,35397,57095.3811,ST-16,46205,CO-2,CA-4,29332,13765.976,51307.85991,TA-4
411,2898,47949.7592,ST-11,46859,CO-4,CA-12,32488,16088.747,47958.71799,TA-3
412,23362,59477.6888,ST-17,29587,CO-A,CA-10,59214,19979.13,24240.95567,TA-3
413,23744,36404.4641,ST-18,26991,CO-3,CA-4,32058,16519.645,1775.09014,TA-3
414,34356,46555.4371,ST-14,39800,CO-D,CA-17,60555,22257.941,24401.53598,TA-4
415,8856,56987.3774,ST-2B,41117,CO-D,CA-19,23902,6767.992,77559.33231,TA-3
416,27635,29505.1278,ST-9,2182,CO-1,CA-E,21817,7143.84,3801.96727,TA-0
417,22685,NA,ST-1E,15803,CO-0,CA-18,37488,18616.901,29497.23222,TA-1
418,16258,46507.3719,ST-2B,28724,CO-B,CA-3,49111,6561.849,41156.92363,TA-3
419,32436,30144.4703,ST-19,26565,CO-0,CA-1,45515,5377.734,1621.74509,TA-3
420,8646,32742.8507,ST-4,23412,CO-D,CA-19,55927,11221.164,78705.31873,TA-0
421,29525,56713.2462,ST-1,10858,CO-D,CA-11,60156,21252.989,74608.82466,TA-0
422,9612,43540.6132,ST-20,2918,CO-A,CA-15,34766,10305.208,1907.32898,TA-0
423,27876,53683.9679,ST-5,2955,CO-B,CA-12,37362,19331.951,13686.42654,TA-0
424,33172,NA,ST-A,22958,CO-C,CA-12,45855,25697.139,88366.52191,TA-1
425,19143,82298.6631,ST-1B,23007,CO-4,CA-1,36550,3694.024,88085.23398,TA-2
426,27663,35695.4634,ST-7,44413,CO-B,CA-E,38298,7427.562,49852.52735,TA-3
427,35486,56007.731,ST-17,14920,CO-B,CA-A,45387,22368.36,70315.3745,TA-2
428,26910,30864.6801,ST-1F,3197,CO-5,CA-9,55812,10176.058,16937.48401,TA-1
429,4942,40297.3088,ST-1D,25034,CO-2,CA-4,41173,10504.971,55321.98482,TA-2
430,37817,53152.691,ST-19,2160,CO-7,CA-A,47410,5081.079,38409.14992,TA-1
431,15773,39100.1562,ST-27,21636,CO-3,CA-7,50273,18374.266,29870.37031,TA-2
432,38792,50440.1876,ST-29,24276,CO-2,CA-A,35143,3108.833,9795.98427,TA-4
433,4541,48294.5841,ST-16,38957,CO-B,CA-18,34037,10128.985,42021.99267,TA-2
434,34613,49348.2151,ST-1E,13033,CO-5,CA-D,49213,18118.016,23500.95687,TA-2
435,38799,47898.4501,ST-19,51235,CO-D,CA-10,41674,10333.085,26249.54098,TA-4
436,8292,38501.8043,ST-19,8853,CO-4,CA-F,33566,4948.95,36694.2964,TA-0
437,12509,49472.283,ST-11,28061,CO-A,CA-1,54907,14992.64,8053.04931,TA-2
438,13893,49435.6137,ST-C,36416,CO-C,CA-7,39019,20650.015,88932.77632,TA-3
439,4574,37309.6789,ST-D,37288,CO-3,CA-5,52755,9054.914,6052.52182,TA-3
440,3526,71304.4807,ST-9,6606,CO-4,CA-8,43899,24260.289,41895.85298,TA-0
441,4168,57504.7262,ST-8,18413,CO-A,CA-7,44768,23734.536,82820.2359,TA-1
442,21459,52650.0106,ST-1,41635,CO-5,CA-2,34786,23685.314,64603.95686,TA-3
443,24461,47779.4354,ST-B,35953,CO-A,CA-4,36748,14454.186,79848.10025,TA-3
444,30581,60383.3546,ST-3,11354,CO-A,CA-13,28472,2539.248,1058.30915,TA-0
445,17734,NA,ST-2,35823,CO-6,CA-6,34866,918.107,56991.04929,TA-2
446,20499,50401.3557,ST-21,31842,CO-D,CA-6,36812,10031.303,63667.21078,TA-3
447,8522,39269.6981,ST-1D,16024,CO-6,CA-F,46148,25650.298,47732.31292,TA-1
448,20759,35378.488,ST-13,14539,CO-B,CA-12,45285,6271.582,53143.87154,TA-1
449,6321,53976.8866,ST-2B,49550,CO-2,CA-4,19393,15475.449,71451.91458,TA-4
450,2530,50373.6541,ST-1,12308,CO-3,CA-16,30069,1829.017,75240.84279,TA-0
451,5608,NA,ST-16,17397,CO-B,CA-13,35079,5699.23,34835.72711,TA-0
452,9793,62238.0055,ST-2B,39457,CO-8,CA-11,41652,10040.803,33255.12448,TA-3
453,23961,58554.6271,ST-15,1400,CO-8,CA-8,44343,25396.511,37852.44574,TA-0
454,10009,47311.4028,ST-12,50487,CO-7,CA-1,32417,18076.074,20351.38296,TA-4
455,16515,48851.9586,ST-1D,19080,CO-1,CA-18,57304,15941.132,12371.28427,TA-1
456,14474,45976.1949,ST-1A,11087,CO-B,CA-5,34927,1012.363,56424.07339,TA-1
457,24977,61888.8256,ST-18,22674,CO-3,CA-17,31860,10471.664,17901.63976,TA-2
458,26572,50652.3073,ST-16,11734,CO-D,CA-19,47503,9523.34,65969.82348,TA-1
459,5034,49064.7643,ST-19,24556,CO-5,CA-D,42118,3338.867,65590.93178,TA-1
460,28930,54051.0683,ST-1C,23165,CO-5,CA-6,31730,6133.864,66148.92745,TA-3
461,28972,40935.9658,ST-20,43499,CO-6,CA-19,37690,26936.74,61950.76981,TA-4
462,1889,45158.4962,ST-2,15635,CO-9,CA-6,33653,17292.301,81624.92906,TA-0
463,11660,36308.7931,ST-1B,40057,CO-9,CA-16,25917,25495.133,81723.41948,TA-3
464,16804,42412.3937,ST-2,28745,CO-C,CA-B,29432,16372.987,33002.34382,TA-1
465,8765,57839.6652,ST-23,4891,CO-6,CA-3,38084,13012.411,35665.51634,TA-0
466,35073,51293.6701,ST-9,2690,CO-9,CA-11,25471,16079.742,44716.56661,TA-0
467,20616,42820.3408,ST-0,38951,CO-9,CA-9,29055,25639.159,36953.95929,TA-2
468,38779,NA,ST-D,11064,CO-3,CA-9,48570,26464.805,44066.26716,TA-1
469,7774,36432.5602,ST-5,6579,CO-B,CA-1,26463,14057.934,32367.3937,TA-0
470,24389,47135.841,ST-9,27849,CO-3,CA-9,32322,5317.832,54642.40049,TA-2
471,23185,50720.3182,ST-3,50269,CO-8,CA-D,37713,1890.308,43043.08195,TA-3
472,18375,40585.1819,ST-B,28839,CO-7,CA-8,16725,13013.482,12782.54044,TA-2
473,38074,45870.8154,ST-8,1577,CO-2,CA-15,37745,13850.031,44950.4963,TA-0
474,16122,48318.7858,ST-1B,2110,CO-5,CA-8,16508,3094.746,14921.04575,TA-0
475,1484,40165.6932,ST-7,12119,CO-C,CA-2,56027,9665.574,37045.21511,TA-0
476,35230,38379.7505,ST-13,39932,CO-2,CA-1,52161,11646.933,72218.71242,TA-4
477,8885,18663.3513,ST-1D,4728,CO-B,CA-9,51254,1337.641,73911.97782,TA-0
478,3402,73649.8867,ST-9,30345,CO-9,CA-9,31297,26725.122,73849.06993,TA-2
479,15412,41349.7844,ST-20,43240,CO-9,CA-8,42048,973.647,86887.2289,TA-4
480,31618,48247.2256,ST-2,31339,CO-7,CA-14,30526,15828.909,11945.53887,TA-1
481,34907,NA,ST-A,17815,CO-B,CA-6,43351,11984.978,12185.45912,TA-1
482,29555,17627.647,ST-11,20748,CO-9,CA-11,30687,23108.276,85457.82973,TA-2
483,18628,44617.306,ST-1C,38942,CO-0,CA-11,22975,15549.714,28377.67859,TA-3
484,8752,53315.9014,ST-2A,13366,CO-1,CA-6,33628,13983.357,32326.55727,TA-1
485,30237,54309.0415,ST-7,47742,CO-0,CA-7,39906,25206.248,63430.60327,TA-4
486,8819,NA,ST-4,14447,CO-A,CA-15,52605,2300.729,54118.35417,TA-0
487,11394,45028.3943,ST-1B,47299,CO-8,CA-17,38396,19719.599,70905.92304,TA-3
488,8266,41026.1506,ST-1E,28518,CO-B,CA-18,26071,18547.428,39238.83653,TA-1
489,34217,33804.2996,ST-21,9793,CO-D,CA-D,39346,13338.485,24565.72847,TA-2
490,4769,52135.3977,ST-6,3097,CO-7,CA-17,39172,1207.601,4691.95811,TA-0
491,1666,38356.7795,ST-D,16422,CO-1,CA-19,50906,18580.907,2009.36632,TA-0
492,15466,30980.0529,ST-1F,15893,CO-3,CA-B,31604,25133.818,67199.88658,TA-1
493,19251,38227.6422,ST-17,7913,CO-C,CA-7,34184,15635.037,41878.45883,TA-1
494,21605,41753.5003,ST-1D,38083,CO-0,CA-7,31884,3865.401,31546.79034,TA-4
495,26938,47254.9592,ST-1A,2816,CO-0,CA-11,50455,20183.407,30386.50194,TA-0
496,15938,49500.3069,ST-15,47218,CO-6,CA-A,33903,16470.679,39596.42514,TA-4
497,32012,63242.7527,ST-1A,32224,CO-0,CA-16,40945,7020.254,81158.45102,TA-3
498,20622,32538.1191,ST-1B,28571,CO-2,CA-14,42134,22470.936,31863.19974,TA-2
499,21934,45740.2533,ST-1E,12061,CO-C,CA-9,41317,5569.209,53611.24212,TA-1
500,31437,47772.4101,ST-15,2391,CO-3,CA-19,29390,10357.426,88298.66455,TA-0
501,24621,30016.091,ST-23,39755,CO-9,CA-17,34537,7361.671,15886.57611,TA-4
502,35328,60998.4916,ST-8,47749,CO-0,CA-12,46024,16292.504,62618.80297,TA-4
503,12456,33025.0436,ST-24,50518,CO-A,CA-5,39424,26095.767,17219.56195,TA-4
504,29085,NA,ST-F,49270,CO-3,CA-16,21595,4682.65,87104.91359,TA-4
505,4058,49371.186,ST-1,3114,CO-2,CA-19,38172,18579.264,61252.74706,TA-0
506,22938,NA,ST-1C,9740,CO-2,CA-15,41046,3876.152,20803.01201,TA-1
507,38860,61325.0149,ST-B,41658,CO-7,CA-10,34580,16121.222,27140.42201,TA-3
508,26387,50172.7711,ST-1E,22858,CO-0,CA-6,40110,5065.847,73211.48651,TA-3
509,36712,57871.7527,ST-24,16052,CO-B,CA-11,51569,26330.285,76059.66936,TA-3
510,36613,60512.3558,ST-1F,38160,CO-3,CA-B,26276,16967.554,10754.40908,TA-4
511,35793,70560.8018,ST-17,39467,CO-1,CA-4,20339,15504.979,13127.08476,TA-4
512,34771,38554.8744,ST-F,40479,CO-5,CA-A,40539,25319.592,27537.33425,TA-4
513,25273,53779.248,ST-B,1332,CO-A,CA-3,33770,23714.517,49216.36763,TA-0
514,21218,41925.2498,ST-A,42127,CO-6,CA-19,56648,24068.696,82285.99601,TA-3
515,7472,51221.8834,ST-6,8635,CO-4,CA-6,25768,26570.029,56586.37192,TA-0
516,27849,47426.314,ST-6,19175,CO-5,CA-B,39776,13247.123,64214.96845,TA-1
517,30152,43200.8778,ST-13,3090,CO-2,CA-0,48776,11106.6,79192.99982,TA-1
518,2289,36314.0906,ST-8,33138,CO-7,CA-A,22817,16196.152,10728.76446,TA-2
519,5922,36348.7912,ST-17,37400,CO-5,CA-14,37602,27271.857,68057.48284,TA-2
520,9622,70187.943,ST-E,13549,CO-5,CA-14,29551,12246.044,46507.58224,TA-0
521,2572,69004.1631,ST-F,20896,CO-6,CA-9,54607,6913.194,57703.6663,TA-1
522,28005,40173.4766,ST-E,39646,CO-9,CA-8,38876,5498.453,41858.00062,TA-3
523,33290,50530.6433,ST-10,23646,CO-0,CA-14,41552,22851.559,7165.66991,TA-2
524,28795,42034.3172,ST-18,3879,CO-7,CA-C,39320,20471.654,77704.0685,TA-1
525,1505,26007.4924,ST-4,24814,CO-4,CA-4,40419,21219.617,76147.26907,TA-1
526,31995,46955.9967,ST-B,43160,CO-7,CA-D,44104,17997.436,33243.13955,TA-3
527,19410,41719.7254,ST-16,40611,CO-5,CA-12,46397,6338.706,31887.27827,TA-3
528,21849,60370.6865,ST-18,16811,CO-D,CA-6,32544,17011.043,70798.4717,TA-2
529,7410,53130.2688,ST-1F,11581,CO-9,CA-F,53719,9024.953,53711.65187,TA-0
530,27393,42139.7044,ST-1D,22220,CO-7,CA-7,56794,4141.644,30925.56282,TA-3
531,35780,NA,ST-1C,15882,CO-D,CA-13,31240,18125.638,2040.85015,TA-2
532,31356,38256.4228,ST-10,9049,CO-9,CA-10,40498,23257.409,33810.365,TA-1
533,10082,37302.9499,ST-1E,21065,CO-5,CA-3,33204,6232.419,24407.46257,TA-2
534,10364,50334.5602,ST-5,20991,CO-5,CA-3,31356,7881.777,36361.94198,TA-1
535,25661,40907.4807,ST-4,21048,CO-9,CA-0,37450,14489.901,41641.24204,TA-1
536,24537,39146.9431,ST-F,49359,CO-D,CA-11,39269,13415.365,52054.16014,TA-4
537,21307,46971.7074,ST-1D,47850,CO-1,CA-9,32153,26041.568,86297.65766,TA-4
538,24873,60669.7236,ST-28,31356,CO-0,CA-9,35207,12376.321,53539.35584,TA-4
539,12762,40966.1569,ST-1E,19963,CO-B,CA-11,49822,3217.703,48521.75761,TA-1
540,4434,41509.8946,ST-6,32263,CO-5,CA-10,34644,3536.092,52652.8772,TA-2
541,34181,59356.0081,ST-19,43850,CO-7,CA-5,46196,6965.136,15945.73643,TA-4
542,13187,45453.4588,ST-29,47309,CO-3,CA-1,51144,15977.454,18868.62114,TA-4
543,25173,NA,ST-1C,9850,CO-A,CA-4,53757,23977.555,45212.28658,TA-1
544,1462,56417.6325,ST-F,28405,CO-A,CA-15,44260,1525.974,73890.80614,TA-1
545,7802,37609.3696,ST-8,2250,CO-7,CA-19,38807,7007.136,59161.85472,TA-0
546,38173,50185.4274,ST-A,35687,CO-8,CA-5,33179,21556.141,56848.33495,TA-3
547,18461,59724.2315,ST-5,22495,CO-6,CA-A,42029,19611.144,15311.47653,TA-1
548,16735,34093.4139,ST-24,47214,CO-7,CA-6,39232,9411.885,68819.26507,TA-4
549,7958,31871.2366,ST-1F,43927,CO-2,CA-F,35387,17504.383,22960.33039,TA-3
550,32307,69239.2868,ST-1F,31900,CO-8,CA-18,34267,1968.791,81563.22026,TA-3
551,28166,36782.7202,ST-13,27201,CO-D,CA-13,42196,19596.089,54105.3731,TA-2
552,5802,55857.2263,ST-14,33107,CO-7,CA-0,35258,12893.812,41021.20905,TA-2
553,27776,36685.1432,ST-18,28948,CO-3,CA-18,31562,21305.471,45809.57411,TA-2
554,34002,55977.4433,ST-28,1270,CO-8,CA-9,35748,25559.534,38025.72733,TA-2
555,24699,44465.0769,ST-B,42258,CO-7,CA-11,41517,11554.744,8710.54927,TA-3
556,11331,NA,ST-10,22112,CO-8,CA-12,35826,19110.473,53642.11672,TA-1
557,26944,69704.812,ST-1C,20041,CO-C,CA-15,40203,6678.694,40841.82322,TA-2
558,36495,56093.507,ST-21,8224,CO-D,CA-18,38525,14755.368,76920.18931,TA-2
559,5333,56530.7897,ST-10,49617,CO-0,CA-B,38138,4398.323,88588.57946,TA-3
560,2300,72560.5419,ST-A,19146,CO-6,CA-F,44154,15003.718,51875.60881,TA-0
561,18939,35578.7877,ST-23,16043,CO-7,CA-A,48588,14509.091,76486.90588,TA-2
562,15863,44255.1231,ST-23,47695,CO-0,CA-3,43647,13376.749,74562.94005,TA-4
563,11157,52759.5332,ST-19,22442,CO-1,CA-D,44729,12836.38,21976.59298,TA-1
564,2111,29667.4963,ST-2B,31138,CO-8,CA-17,27445,6707.262,53577.64269,TA-1
565,20777,40292.094,ST-18,19323,CO-9,CA-D,23027,11672.099,23368.81127,TA-2
566,1667,50233.3747,ST-10,8341,CO-8,CA-2,50983,15510.41,34693.23795,TA-0
567,31758,48625.1721,ST-12,51112,CO-A,CA-13,45173,26049.828,7833.81003,TA-4
568,21965,49534.4148,ST-10,45218,CO-9,CA-C,35684,22506.107,59347.11406,TA-4
569,9207,57625.7682,ST-12,18210,CO-2,CA-18,22874,15964.88,85437.02887,TA-0
570,28094,59412.4345,ST-22,49997,CO-7,CA-15,40356,8118.219,45854.83086,TA-4
571,10098,49159.6345,ST-1D,29459,CO-D,CA-11,32627,11453.023,46139.85684,TA-2
572,21020,48184.0671,ST-A,7886,CO-B,CA-11,38556,10070.601,25942.59678,TA-0
573,3120,45557.3345,ST-3,12976,CO-7,CA-F,41541,10776.359,55903.70691,TA-0
574,26770,61137.366,ST-2,18020,CO-6,CA-D,28903,20889.975,61298.18162,TA-0
575,16984,54159.1162,ST-6,1178,CO-8,CA-D,40663,9812.84,30209.94466,TA-0
576,22765,51255.7705,ST-4,27661,CO-0,CA-C,49619,18162.305,35941.26871,TA-1
577,9956,NA,ST-1D,41551,CO-0,CA-8,37323,12551.465,6893.05429,TA-3
578,17400,55893.4542,ST-1C,34702,CO-C,CA-10,51139,3982.185,54159.76483,TA-3
579,26306,58632.8972,ST-1B,15174,CO-4,CA-E,33450,20338.922,17043.12783,TA-2
580,34369,38320.0445,ST-1D,2366,CO-2,CA-12,49442,18091.304,29958.61255,TA-1
581,22673,43453.5273,ST-9,37704,CO-2,CA-16,55911,19182.795,47757.209,TA-2
582,843,45815.2629,ST-0,50489,CO-6,CA-C,42238,14183.772,83278.35898,TA-3
