id,convention,height,max,cat2,number,usage,region,length,code,power,item,weight,country,target
201,CO-13,2870.37,64793,CA-1E,20368,US-2B,RE-D,7723.0265,CO-8,75951.65,IT-10,48491,CO-8,201022.65098738053
202,CO-1F,NA,22270,CA-11,20545,US-17,RE-2,9859.8081,CO-E,55601.96,IT-13,35326,CO-25,135037.26090889223
203,CO-21,2102.01,45560,CA-B,21129,US-B,RE-18,13499.6316,CO-1,49204.31,IT-0,10454,CO-19,105062.52163480221
204,CO-6,NA,30210,CA-F,18412,US-23,RE-13,10154.9239,CO-7,65651.85,IT-1,46966,CO-14,163971.6103622928
205,CO-17,NA,51469,CA-1D,16788,US-12,RE-9,17176.2951,CO-F,36502.49,IT-1B,15597,CO-3,57387.559400084836
206,CO-2C,4931.47,52017,CA-12,20558,US-26,RE-A,11059.7137,CO-7,55219.37,IT-A,11590,CO-11,129816.24555966425
207,CO-2F,NA,67077,CA-11,18420,US-C,RE-3,15044.9159,CO-0,54073.51,IT-3,30947,CO-D,115663.30495344699
208,CO-3,6361.13,48130,CA-22,24708,US-1D,RE-3,13639.0067,CO-F,63964.66,IT-18,54820,CO-4,149529.6157145829
209,CO-27,3872.8,40437,CA-4,21736,US-5,RE-C,15091.8064,CO-0,41330.81,IT-9,7423,CO-21,77239.26799437677
210,CO-1C,1573.03,62091,CA-14,17978,US-2B,RE-16,12122.5628,CO-7,37544.07,IT-10,36591,CO-5,75716.35388166337
211,CO-2E,5384.25,57126,CA-12,9149,US-1F,RE-16,10995.9799,CO-0,56068.92,IT-5,29536,CO-11,133013.33166874366
212,CO-1C,2859.96,51249,CA-1F,13755,US-0,RE-1C,14649.5503,CO-E,46993.46,IT-A,32120,CO-15,96082.11626277279
213,CO-3,982.41,20925,CA-27,18491,US-1A,RE-15,12546.4684,CO-7,21208.47,IT-1D,41319,CO-1C,26783.0020241274
214,CO-1,3511.25,55592,CA-1C,16631,US-12,RE-1D,15545.6945,CO-10,32497.95,IT-7,50646,CO-7,51800.032454215
215,CO-19,2028.47,72060,CA-23,16524,US-16,RE-14,14089.2818,CO-F,47420.49,IT-8,41425,CO-B,99274.22577376876
216,CO-15,4566.01,46736,CA-19,13929,US-9,RE-6,9325.7229,CO-4,53812.75,IT-1,48890,CO-10,131641.89123916524
217,CO-E,4553.79,35340,CA-27,13881,US-28,RE-3,13161.3863,CO-C,51320.84,IT-15,14510,CO-24,112392.63742807331
218,CO-17,5993.38,54993,CA-19,13673,US-10,RE-4,15436.8088,CO-8,51205.5,IT-1A,46107,CO-F,106761.38450872031
219,CO-22,4313.43,45525,CA-7,15589,US-7,RE-5,17139.9168,CO-5,41356.79,IT-15,21980,CO-D,72011.39945962193
220,CO-1A,858.14,38735,CA-3,8975,US-D,RE-4,16632.0277,CO-10,41617.89,IT-5,19064,CO-22,74103.13144594862
221,CO-2D,1929.24,45190,CA-9,15220,US-E,RE-0,15886.3759,CO-D,36454.08,IT-19,41348,CO-D,62051.973696417896
222,CO-2D,4187.44,54303,CA-D,15735,US-0,RE-12,10679.4432,CO-F,43586.08,IT-15,4188,CO-19,96607.49019031873
223,CO-2D,133.61,49713,CA-F,14305,US-11,RE-8,13690.9774,CO-3,45154.36,IT-1B,8817,CO-2,92567.14855068953
224,CO-1,6754.99,42984,CA-21,26121,US-21,RE-19,12342.7163,CO-5,43047.25,IT-5,15390,CO-15,90537.38233100725
225,CO-1F,1804.02,38196,CA-0,20221,US-F,RE-D,9095.0095,CO-10,71679.84,IT-14,6260,CO-1D,183637.46865622187
226,CO-5,3418.04,57258,CA-2,17900,US-8,RE-17,8043.4328,CO-9,38524.27,IT-10,601,CO-17,89390.33555002396
227,CO-28,150.92,61326,CA-19,16159,US-18,RE-8,15448.3876,CO-5,56664.4,IT-14,7897,CO-7,121160.28198321689
228,CO-2B,298.34,70354,CA-C,15167,US-16,RE-0,16950.3574,CO-F,39905.52,IT-7,32742,CO-25,68775.83865043029
229,CO-23,320.61,42167,CA-22,22106,US-1F,RE-C,19311.0975,CO-10,55453.28,IT-15,8451,CO-F,106397.7388904984
230,CO-2A,NA,66336,CA-1D,26264,US-1E,RE-1B,13726.4715,CO-A,42138.83,IT-7,16106,CO-12,83899.92249562668
231,CO-21,NA,43359,CA-C,6538,US-2A,RE-9,11501.8767,CO-1,44987.43,IT-4,21524,CO-20,98841.31544148934
232,CO-0,NA,44109,CA-F,18517,US-D,RE-F,18144.3001,CO-9,44238.22,IT-D,30179,CO-1E,77961.94119667004
233,CO-16,4274.03,39322,CA-3,19838,US-A,RE-7,16782.1663,CO-0,35276.2,IT-13,10178,CO-16,54690.90032676388
234,CO-17,2511.56,42042,CA-1C,15973,US-23,RE-7,15381.579,CO-D,27501.85,IT-4,19158,CO-17,36332.292950385505
235,CO-28,5358.53,55622,CA-21,16821,US-8,RE-18,17567.3785,CO-1,41014.85,IT-12,41338,CO-B,70680.17258482885
236,CO-24,1683.06,35502,CA-4,12857,US-29,RE-12,17259.3462,CO-4,38877.42,IT-12,4910,CO-9,63618.62280553141
237,CO-21,2466.4,30237,CA-4,21926,US-26,RE-B,12959.122,CO-8,65588.61,IT-15,20207,CO-3,154996.3879495961
238,CO-24,1151.31,55300,CA-1B,12422,US-12,RE-6,13577.3737,CO-C,53194.54,IT-12,16394,CO-14,116745.28463089293
239,CO-14,6762.16,39528,CA-B,17102,US-7,RE-A,13452.7216,CO-5,27069.8,IT-16,33657,CO-27,41140.91618512946
240,CO-25,1740.12,48248,CA-16,24485,US-28,RE-7,13369.4324,CO-0,33464.77,IT-7,52428,CO-1B,60783.39556309713
241,CO-13,6207.2,70171,CA-2,19798,US-25,RE-8,10189.9111,CO-10,40173.08,IT-11,14388,CO-26,88307.93462702914
242,CO-29,NA,40723,CA-D,23913,US-9,RE-11,4748.7261,CO-3,50046.75,IT-2,6815,CO-1B,132900.04763672734
243,CO-B,2295.26,41818,CA-E,17099,US-D,RE-8,17780.7334,CO-B,32660.2,IT-9,36753,CO-1,45368.7740235127
244,CO-2D,2552.47,54924,CA-E,10581,US-24,RE-15,14721.6591,CO-F,37702.73,IT-5,3723,CO-1D,67536.3212849313
245,CO-10,2370.07,61515,CA-18,18387,US-1,RE-3,13230.3779,CO-1,48941.36,IT-7,9682,CO-6,105046.92784923957
246,CO-F,NA,54794,CA-1B,20312,US-3,RE-10,9483.2583,CO-8,53489.49,IT-9,35192,CO-20,129910.63458143352
247,CO-15,627.73,57025,CA-1C,29228,US-12,RE-E,13579.925,CO-A,51001.4,IT-3,50468,CO-25,111529.92024116889
248,CO-1A,2514.03,41551,CA-14,25870,US-20,RE-1C,9453.3255,CO-B,55426.13,IT-1A,29394,CO-0,135524.99069302026
249,CO-E,278.43,60187,CA-17,12331,US-2B,RE-17,12797.5859,CO-1,23751.97,IT-E,49938,CO-17,33818.16769540476
250,CO-26,4482.9,62518,CA-26,22746,US-1A,RE-0,13975.3269,CO-F,37689.52,IT-17,53509,CO-26,71518.61950306677
251,CO-20,2134.33,58485,CA-9,19758,US-2B,RE-11,13208.1223,CO-4,56611.1,IT-1B,55185,CO-20,129183.1535734174
252,CO-21,5292.8,56520,CA-9,22191,US-10,RE-B,11674.9277,CO-4,54487.26,IT-19,20312,CO-1E,126154.8040465646
253,CO-A,576.23,32202,CA-11,17994,US-8,RE-2,14737.156,CO-5,49346.83,IT-10,5121,CO-D,101675.16483399925
254,CO-6,3849.23,50438,CA-25,22871,US-15,RE-13,14336.583,CO-8,38260.77,IT-8,2154,CO-D,70239.01678065164
255,CO-B,4383.87,19016,CA-4,14888,US-19,RE-4,19482.7867,CO-5,40356.47,IT-16,32227,CO-F,62874.7618628578
256,CO-7,NA,32889,CA-22,24925,US-3,RE-1B,18030.8893,CO-6,34590.98,IT-1D,49828,CO-15,50943.8487680249
257,CO-2F,5345.05,66395,CA-1B,24875,US-23,RE-B,13135.05,CO-6,48935.67,IT-16,16136,CO-D,105533.74256184026
258,CO-8,NA,43660,CA-5,14619,US-10,RE-8,8976.2409,CO-1,19764.56,IT-9,50900,CO-22,32859.45247604591
259,CO-17,981.57,62575,CA-17,14531,US-9,RE-5,12088.7592,CO-0,15416.09,IT-10,30579,CO-13,10751.548034449916
260,CO-13,5976.06,65649,CA-25,19980,US-D,RE-1A,18278.8129,CO-2,39350.07,IT-15,49445,CO-5,64184.09897441192
261,CO-26,5271.33,48664,CA-5,22333,US-20,RE-7,19087.6831,CO-B,29840.8,IT-7,53008,CO-15,34222.01654682356
262,CO-19,4490.48,41033,CA-12,23875,US-23,RE-5,15161.4037,CO-3,44173.44,IT-12,27046,CO-C,86156.37660320896
263,CO-23,1086.94,43492,CA-1F,15696,US-9,RE-12,16515.5816,CO-5,39386.56,IT-15,12228,CO-27,67599.90984653433
264,CO-F,5488.7,47179,CA-15,6285,US-1F,RE-11,12989.0839,CO-5,53163.85,IT-1B,35063,CO-0,118999.93482514225
265,CO-6,205.35,42650,CA-1C,22147,US-3,RE-7,18071.9132,CO-F,43954.95,IT-4,54895,CO-23,78512.75743577474
266,CO-19,1373.57,54150,CA-14,21618,US-25,RE-12,17936.1683,CO-F,34826.22,IT-C,34703,CO-16,51179.09206253324
267,CO-25,1553.74,52536,CA-20,23029,US-22,RE-16,14171.4989,CO-3,39177.14,IT-1A,44360,CO-10,74986.34183637476
268,CO-1F,6255.07,42307,CA-18,17372,US-F,RE-12,5736.8117,CO-B,41474.37,IT-1C,45229,CO-20,105474.94874238044
269,CO-13,1060.49,47057,CA-1D,19315,US-1D,RE-11,10877.2765,CO-3,36754.37,IT-3,18582,CO-6,76412.5685115934
270,CO-2F,1861.44,48381,CA-7,29571,US-5,RE-16,12079.5848,CO-7,29737.53,IT-1C,1778,CO-12,51842.79019144609
271,CO-1F,6171.77,55510,CA-1D,29007,US-2,RE-1C,16468.3627,CO-10,47532.04,IT-15,40363,CO-B,92844.64405022726
272,CO-2C,5288.01,31801,CA-8,18903,US-28,RE-1,18200.7448,CO-10,26244.6,IT-12,29580,CO-E,25028.76359111833
273,CO-13,2564.53,75541,CA-13,20244,US-3,RE-16,12744.1577,CO-F,52464.8,IT-1B,5374,CO-3,116643.75640787657
274,CO-26,1985.01,45188,CA-B,16909,US-19,RE-9,16855.7306,CO-5,30895.43,IT-0,12859,CO-B,41752.33705805739
275,CO-3,NA,56916,CA-6,15324,US-1E,RE-E,16600.8281,CO-5,33403.39,IT-1E,6572,CO-23,49570.25854310753
276,CO-11,4130.94,40967,CA-12,17711,US-10,RE-1D,13399.5853,CO-A,40014.15,IT-B,32698,CO-A,79202.2732853827
277,CO-5,NA,67264,CA-9,16406,US-11,RE-10,14267.0504,CO-2,50221.18,IT-14,53065,CO-14,107421.22616996715
278,CO-6,NA,47652,CA-1A,23407,US-8,RE-1C,14060.1823,CO-2,52122.56,IT-B,41266,CO-18,113137.82172775862
279,CO-17,1415.36,67166,CA-5,15496,US-D,RE-3,14727.0368,CO-1,55183.91,IT-E,17912,CO-E,119316.35999936845
280,CO-12,5674.97,32698,CA-13,12838,US-22,RE-7,10287.032,CO-9,55258.93,IT-C,21472,CO-20,132442.71149660012
281,CO-2C,788.32,50522,CA-D,19626,US-24,RE-D,15647.5845,CO-10,49744.89,IT-16,17767,CO-3,100709.41026224205
282,CO-A,5575.08,48504,CA-1B,17707,US-13,RE-8,11620.1123,CO-4,24767.79,IT-D,48729,CO-24,40064.16517815498
283,CO-10,4443.71,33639,CA-E,11185,US-5,RE-2,16042.8224,CO-8,38796.86,IT-18,44054,CO-21,68595.43881412265
284,CO-28,NA,65969,CA-1F,18786,US-1D,RE-1B,14075.9497,CO-9,54675.94,IT-A,53241,CO-F,121024.04595299439
285,CO-E,3705.15,50714,CA-14,18353,US-10,RE-D,9455.673,CO-7,43545.57,IT-6,12471,CO-8,100269.24243821565
286,CO-1,1896.96,68369,CA-15,19662,US-13,RE-8,9884.0041,CO-9,62158.4,IT-12,13351,CO-15,153611.34721730393
287,CO-13,2854.52,66639,CA-3,15944,US-B,RE-13,13255.4823,CO-B,64125.83,IT-E,14492,CO-1,149655.60556593843
288,CO-1E,2196.13,45361,CA-7,22337,US-17,RE-12,15307.6241,CO-D,48999.93,IT-F,37742,CO-B,100317.39062275266
289,CO-4,3739.37,33431,CA-25,15176,US-17,RE-1,8896.6316,CO-D,45523.7,IT-D,11678,CO-10,107669.7983808867
290,CO-2,4945.49,43855,CA-6,7894,US-0,RE-E,11603.2994,CO-D,30969.98,IT-1D,45655,CO-18,58198.08968993953
291,CO-27,NA,65574,CA-9,18312,US-16,RE-15,16134.555,CO-7,49538.43,IT-15,20743,CO-25,98831.1983398204
292,CO-18,5278.43,40844,CA-8,17526,US-28,RE-16,17798.0052,CO-9,28167.35,IT-5,13573,CO-1C,31061.40583206099
293,CO-2C,NA,51619,CA-10,20547,US-23,RE-1C,11421.3722,CO-6,48915.32,IT-8,47384,CO-3,111367.39075478983
294,CO-14,3940.94,40506,CA-1C,24852,US-2B,RE-1B,13105.6837,CO-10,34655.71,IT-C,29635,CO-3,64224.18498225823
295,CO-5,2675.43,61857,CA-0,25524,US-11,RE-C,15931.5536,CO-7,24825.71,IT-D,14015,CO-1,26686.579282564675
296,CO-B,4003.14,68903,CA-17,19283,US-1,RE-12,16383.2944,CO-D,20942.11,IT-14,7145,CO-25,13698.209064820314
297,CO-29,2389.77,55458,CA-8,22514,US-27,RE-6,12837.665,CO-2,53500.33,IT-F,50031,CO-15,120921.49852305558
298,CO-1B,1121.47,41620,CA-E,7904,US-13,RE-A,14972.2275,CO-B,50767.18,IT-6,54324,CO-14,107101.87172447819
299,CO-15,2030.93,44877,CA-22,23560,US-D,RE-17,21247.1233,CO-7,51714.0,IT-D,5314,CO-B,89633.47153324005
300,CO-1C,NA,57966,CA-E,17843,US-1F,RE-1D,7199.1137,CO-4,41888.44,IT-18,33217,CO-D,102347.7238278277
301,CO-29,2494.41,21701,CA-17,18105,US-1F,RE-A,9253.0726,CO-2,40491.82,IT-10,47130,CO-10,92750.93773199517
302,CO-25,1876.27,35239,CA-13,26666,US-2A,RE-7,16302.1355,CO-B,19316.5,IT-15,2577,CO-C,8970.107931620287
303,CO-23,4310.59,41779,CA-5,12448,US-6,RE-17,10314.3228,CO-5,42799.39,IT-D,33727,CO-26,96172.93754384626
304,CO-3,2451.54,28123,CA-12,25511,US-B,RE-1,13192.6413,CO-9,46555.76,IT-B,45676,CO-B,99418.39027385105
305,CO-17,1284.25,35653,CA-26,12083,US-28,RE-C,9712.2925,CO-10,28642.73,IT-12,4801,CO-1B,55638.39952642973
306,CO-29,6725.58,55790,CA-13,24260,US-8,RE-18,16436.6492,CO-A,41581.0,IT-15,9466,CO-1D,74147.13086637248
307,CO-1E,172.55,49130,CA-C,14330,US-6,RE-17,18881.6166,CO-B,34990.3,IT-3,22665,CO-11,48368.32176009901
308,CO-21,2965.07,63122,CA-1A,17096,US-10,RE-10,16996.4036,CO-6,57294.49,IT-9,17132,CO-13,118925.49494570903
309,CO-2C,216.58,53042,CA-9,13491,US-3,RE-1,12180.1154,CO-3,38197.62,IT-F,21997,CO-E,76993.32354283298
310,CO-E,NA,45714,CA-C,23853,US-B,RE-D,20256.3624,CO-C,59621.49,IT-1D,39149,CO-8,117511.77543715827
311,CO-2F,1879.47,62403,CA-14,29980,US-1,RE-12,12134.4096,CO-6,50921.52,IT-10,15035,CO-1C,114207.38289072238
312,CO-21,4044.19,47769,CA-8,16383,US-A,RE-11,13149.663,CO-E,51442.04,IT-13,45528,CO-2,113859.45067799141
313,CO-3,NA,35118,CA-D,17748,US-5,RE-1C,14364.484,CO-A,59739.93,IT-1B,4861,CO-1F,133223.65476114297
314,CO-23,2772.78,54073,CA-12,20384,US-1C,RE-F,12150.5274,CO-A,36679.73,IT-1C,49032,CO-25,73504.51690750376
315,CO-B,2614.63,52303,CA-23,21652,US-13,RE-1C,13251.9148,CO-10,42112.41,IT-0,22568,CO-1C,85417.19752718924
316,CO-21,NA,62167,CA-26,10808,US-5,RE-1D,12300.0159,CO-2,59793.98,IT-17,26124,CO-1F,140100.96497550124
317,CO-1F,4357.9,40803,CA-1B,19067,US-4,RE-19,16035.8897,CO-8,48303.57,IT-8,43643,CO-21,96465.95350564628
318,CO-10,4532.88,39869,CA-1,16805,US-9,RE-F,8192.1594,CO-7,41506.22,IT-16,10705,CO-1A,97915.63969086052
319,CO-2B,1018.66,48410,CA-16,15706,US-6,RE-1B,12043.7644,CO-3,41628.87,IT-7,11061,CO-4,87100.20427659695
320,CO-7,NA,55164,CA-F,22514,US-28,RE-1,9800.7023,CO-6,40221.01,IT-1D,2822,CO-1,89273.47481846077
321,CO-24,5519.73,49632,CA-5,12967,US-1F,RE-F,14905.892,CO-B,54128.06,IT-F,52257,CO-1A,117062.42313225524
322,CO-4,220.32,35060,CA-1B,16001,US-20,RE-1A,11389.385,CO-F,44535.29,IT-1E,48703,CO-12,98647.8440137475
323,CO-B,NA,50355,CA-1A,19273,US-17,RE-F,18064.4966,CO-B,24887.79,IT-C,44234,CO-16,22136.59469043714
324,CO-20,112.81,46438,CA-A,18667,US-0,RE-3,17299.4753,CO-4,39426.96,IT-16,44510,CO-1C,66914.86639459287
325,CO-14,NA,44627,CA-17,22595,US-A,RE-12,8694.4207,CO-2,28521.55,IT-D,51713,CO-6,59332.83849445272
326,CO-27,2188.01,59699,CA-26,20488,US-20,RE-18,10619.5529,CO-3,26600.43,IT-D,32223,CO-21,47774.63727044956
327,CO-26,2430.14,55638,CA-D,12352,US-4,RE-17,10407.5568,CO-6,59182.92,IT-1,25511,CO-6,143707.78269213758
328,CO-19,3618.44,65401,CA-24,21089,US-3,RE-5,9800.9407,CO-B,42853.18,IT-1E,24816,CO-1C,97558.47279486229
329,CO-2A,1024.56,55152,CA-E,20182,US-1D,RE-D,10041.8749,CO-6,40116.42,IT-17,27627,CO-23,88916.11977816513
330,CO-2B,5230.44,37857,CA-13,20682,US-21,RE-17,16376.4615,CO-5,48349.54,IT-1D,18722,CO-18,94563.57319332563
331,CO-16,5398.1,61423,CA-3,25190,US-3,RE-13,12371.2414,CO-9,30306.93,IT-0,43745,CO-15,54033.67765382002
332,CO-12,4848.53,77571,CA-1C,17355,US-0,RE-9,17096.2119,CO-8,43471.1,IT-14,45526,CO-E,79399.20827292597
333,CO-0,682.41,40480,CA-6,19555,US-28,RE-4,16338.8994,CO-B,50374.11,IT-C,24438,CO-4,100847.47376963554
334,CO-2C,2009.11,27886,CA-23,14588,US-E,RE-1B,11722.0807,CO-7,43010.04,IT-1B,13351,CO-16,92155.6180406641
335,CO-17,660.3,32488,CA-1F,18038,US-14,RE-C,18802.7135,CO-1,57361.95,IT-1C,41328,CO-8,115107.78809650625
336,CO-8,4522.51,66120,CA-11,16992,US-23,RE-10,17102.1848,CO-D,46633.41,IT-7,38431,CO-D,88331.68793302696
337,CO-2D,5641.6,43522,CA-27,17930,US-0,RE-16,11393.3175,CO-10,46424.01,IT-19,41829,CO-13,103976.26241497726
338,CO-1F,4587.75,44128,CA-5,16754,US-10,RE-1C,12948.8622,CO-7,58100.1,IT-0,36567,CO-10,133635.43380055655
339,CO-14,NA,69211,CA-5,20537,US-29,RE-15,9948.9031,CO-2,61505.46,IT-F,22205,CO-A,151745.65552040093
340,CO-6,NA,35799,CA-14,18206,US-8,RE-5,17930.6044,CO-2,33537.76,IT-5,33824,CO-7,47370.72060022118
341,CO-2A,1408.12,49521,CA-19,17891,US-18,RE-6,16358.9407,CO-F,56248.92,IT-16,6522,CO-17,117239.33426820811
342,CO-E,NA,40184,CA-25,9360,US-3,RE-19,13684.8682,CO-B,39341.68,IT-18,50302,CO-9,77056.87343505918
343,CO-9,3413.13,48273,CA-B,19946,US-28,RE-5,14022.0517,CO-2,38687.16,IT-11,23099,CO-9,73185.02859190642
344,CO-2D,1682.06,58098,CA-23,27973,US-2,RE-A,17665.9855,CO-1,36358.59,IT-A,41820,CO-25,56771.303114688286
345,CO-5,4533.5,47701,CA-22,14335,US-10,RE-F,10279.2168,CO-E,37653.2,IT-1E,6910,CO-8,80458.5305479795
346,CO-11,4379.19,36956,CA-C,14367,US-22,RE-E,14769.634,CO-C,51686.55,IT-18,37051,CO-9,109691.61948283996
347,CO-C,1003.51,45363,CA-15,18280,US-16,RE-14,15092.4753,CO-5,41760.97,IT-F,46394,CO-22,80048.71156926382
348,CO-0,NA,43248,CA-5,22790,US-29,RE-5,14419.5911,CO-10,42716.09,IT-8,53404,CO-10,85009.23855541884
349,CO-23,1144.75,56639,CA-F,17491,US-1F,RE-13,13159.357,CO-B,37602.4,IT-1C,33848,CO-27,72851.94446227596
350,CO-E,4196.7,64346,CA-4,16169,US-3,RE-3,16670.243,CO-4,35197.15,IT-14,43197,CO-23,56238.92425528142
351,CO-D,6453.73,49270,CA-F,15622,US-11,RE-A,11653.1852,CO-F,49752.42,IT-13,10486,CO-3,112035.38809671956
352,CO-2F,NA,35255,CA-26,17504,US-25,RE-13,18656.4553,CO-5,53920.11,IT-19,16186,CO-F,104198.19118984476
353,CO-A,4516.31,25987,CA-16,9420,US-18,RE-8,16779.186,CO-4,46583.31,IT-9,45128,CO-24,89395.84650366397
354,CO-21,5906.05,49410,CA-7,18120,US-6,RE-1B,11319.9459,CO-7,39377.7,IT-A,20377,CO-7,82885.66529152704
355,CO-9,2034.26,50879,CA-B,24888,US-23,RE-B,12659.6981,CO-2,49176.91,IT-19,5513,CO-1E,107255.80610769379
356,CO-10,927.83,46427,CA-8,22489,US-D,RE-7,16860.679,CO-7,35782.85,IT-1A,9014,CO-23,55891.62597978247
357,CO-A,1141.18,41522,CA-16,11676,US-3,RE-3,15929.7492,CO-9,40787.07,IT-16,31297,CO-1,74206.80071363486
358,CO-22,5936.73,42893,CA-11,25499,US-6,RE-8,9541.5796,CO-9,55853.12,IT-14,52031,CO-1A,137098.25179656778
359,CO-22,1915.73,48773,CA-21,18910,US-1A,RE-10,14892.6713,CO-8,56387.97,IT-11,5553,CO-22,121882.763729986
360,CO-1C,4636.36,51880,CA-1F,19325,US-1C,RE-18,11300.2421,CO-8,38632.29,IT-5,14201,CO-20,80572.05815001937
361,CO-19,5332.99,54583,CA-27,22429,US-18,RE-11,15300.1644,CO-1,59936.57,IT-F,18091,CO-1D,131606.81274594573
362,CO-1E,917.77,61184,CA-9,20689,US-26,RE-9,14072.6001,CO-5,38422.61,IT-17,10910,CO-1B,71807.14543708306
363,CO-1D,3060.02,55039,CA-2,19173,US-1A,RE-18,13124.6186,CO-8,61136.95,IT-5,26382,CO-E,141685.0838904074
364,CO-22,1393.76,54840,CA-11,28085,US-6,RE-C,11375.5682,CO-B,60678.37,IT-0,43724,CO-24,145865.09831524448
365,CO-28,3396.29,46026,CA-B,12503,US-19,RE-17,14564.0535,CO-5,30671.17,IT-1D,23320,CO-0,48139.255186307826
366,CO-16,557.32,37391,CA-24,7777,US-1,RE-B,7625.17,CO-C,33511.62,IT-4,15819,CO-24,76222.67608066146
367,CO-0,2625.29,31952,CA-7,21670,US-14,RE-11,12301.6399,CO-2,20061.0,IT-13,22861,CO-25,23513.06629377211
368,CO-2E,1606.76,46465,CA-1E,16362,US-3,RE-2,10203.5489,CO-E,34321.17,IT-1,16927,CO-3,71178.2877010225
369,CO-2E,4499.0,44409,CA-9,16153,US-16,RE-C,15478.1516,CO-6,12080.14,IT-7,26772,CO-11,-8840.725542294193
370,CO-29,NA,62070,CA-20,10947,US-10,RE-13,16104.6045,CO-10,53704.97,IT-F,33088,CO-1D,111658.4404335839
371,CO-22,6837.58,39669,CA-4,19075,US-B,RE-F,8675.6521,CO-3,47226.17,IT-8,50788,CO-E,114200.02650487454
372,CO-22,NA,46414,CA-D,24053,US-27,RE-16,20445.3484,CO-1,40041.99,IT-1B,44497,CO-6,59876.40265785668
373,CO-29,2067.91,41265,CA-15,21902,US-2A,RE-1D,11641.3031,CO-D,62559.52,IT-E,37037,CO-E,150426.76855475246
374,CO-6,1626.71,45283,CA-15,10353,US-1C,RE-17,18798.6212,CO-0,40465.14,IT-10,30106,CO-1E,65032.300705525195
375,CO-20,5290.66,26157,CA-A,16330,US-24,RE-19,15892.1404,CO-1,45019.96,IT-7,16141,CO-1E,86090.49618034737
376,CO-26,6789.35,40522,CA-E,23598,US-2,RE-1A,14602.8605,CO-5,34353.3,IT-16,37703,CO-B,59379.043945858226
377,CO-1D,4120.23,60566,CA-1D,15343,US-21,RE-D,9400.3354,CO-D,42241.19,IT-C,33638,CO-10,97132.096091765
378,CO-17,3975.38,51303,CA-1F,18007,US-5,RE-1A,19323.8627,CO-10,48394.54,IT-19,31300,CO-15,86842.6951595392
379,CO-14,6633.31,45653,CA-23,16360,US-1,RE-1,8855.4846,CO-3,38705.6,IT-19,27905,CO-21,88183.7008919483
380,CO-2B,2270.13,52847,CA-22,26833,US-11,RE-B,12645.7513,CO-3,28519.97,IT-1D,37167,CO-2,47799.86988933598
381,CO-10,1087.22,36423,CA-C,20056,US-21,RE-5,15224.8378,CO-4,29344.79,IT-9,31238,CO-2,42669.881562392045
382,CO-8,4795.64,52091,CA-26,9976,US-9,RE-A,8138.7814,CO-8,38977.41,IT-1B,8484,CO-13,90609.9124207117
383,CO-C,6297.43,47726,CA-20,17737,US-5,RE-15,7958.9069,CO-B,59076.14,IT-11,9439,CO-7,150072.56534702447
384,CO-4,5590.19,49448,CA-17,23294,US-4,RE-8,13876.7726,CO-7,26766.94,IT-7,5742,CO-1B,38023.39373249313
385,CO-14,3459.32,64156,CA-A,9332,US-1D,RE-F,13953.767,CO-7,44819.4,IT-1B,44449,CO-25,92144.79117054277
386,CO-25,4551.76,64935,CA-C,15105,US-A,RE-16,11277.8703,CO-B,31544.05,IT-13,42050,CO-21,60687.96405465521
387,CO-18,6209.45,54940,CA-8,18582,US-4,RE-13,10421.4249,CO-C,44581.69,IT-5,16732,CO-12,100626.26070734485
388,CO-F,1010.46,55856,CA-E,15575,US-E,RE-0,13642.6324,CO-7,52826.75,IT-1B,8417,CO-11,115190.6431770086
389,CO-1,2998.58,57927,CA-23,18457,US-6,RE-18,13230.6292,CO-1,51832.72,IT-C,4164,CO-8,113329.84356669306
390,CO-20,6240.28,44077,CA-C,15243,US-10,RE-11,12793.995,CO-B,39314.47,IT-1C,38830,CO-10,79082.6982467384
391,CO-18,727.65,45506,CA-1A,18269,US-8,RE-2,12741.1172,CO-5,17395.53,IT-2,24694,CO-B,14495.484228794729
392,CO-2E,392.92,49391,CA-1F,20947,US-12,RE-17,9449.5957,CO-C,58726.59,IT-13,20148,CO-16,144974.30141211872
393,CO-F,1686.26,74577,CA-20,21111,US-1A,RE-8,14434.8768,CO-5,62758.08,IT-19,7509,CO-17,141965.9654790664
394,CO-B,4333.52,63637,CA-9,11719,US-11,RE-B,10619.1734,CO-1,40657.53,IT-10,35265,CO-0,89070.87279888165
395,CO-1E,NA,31635,CA-14,9116,US-27,RE-5,15323.8411,CO-2,25136.28,IT-1A,16363,CO-B,29448.983780243278
396,CO-D,1109.98,30127,CA-22,19739,US-21,RE-13,15626.1369,CO-0,31193.71,IT-1C,54858,CO-2,47922.15906398478
397,CO-23,5764.73,45721,CA-15,14664,US-2A,RE-16,11783.6611,CO-1,35830.34,IT-7,3428,CO-20,70624.45028730259
398,CO-2F,2133.68,49471,CA-22,24361,US-25,RE-1D,11069.8103,CO-8,39710.27,IT-C,45199,CO-1F,85303.50623826758
399,CO-14,NA,58674,CA-2,19775,US-21,RE-5,17785.2685,CO-4,30541.68,IT-A,40786,CO-7,39336.671931588404
400,CO-25,2761.64,52135,CA-19,20188,US-17,RE-12,12010.7002,CO-10,29675.89,IT-13,18506,CO-13,52395.877621363055
401,CO-2,5900.97,32101,CA-12,21252,US-27,RE-9,12624.4,CO-D,50666.29,IT-D,25995,CO-1B,112411.38184424641
