id,zip,bedrooms,bathrooms,garage,land,sqft,price
663,60020,4,2,1,4.947,2446,517837
664,60027,8,2,3,2.347,4380,939646
665,60043,2,1,0,1.512,1181,239060
666,60011,5,2,2,4.387,2922,627446
667,60016,5,1,2,1.23,2704,562145
668,60024,8,4,2,2.438,4792,1017120
669,60002,7,2,2,1.726,3871,813531
670,60031,7,4,2,3.146,4349,906685
671,60027,7,4,2,2.151,4341,920866
672,60040,6,2,2,3.781,3430,730980
673,60031,1,1,0,4.074,656,152725
674,60041,8,2,3,2.18,4427,939763
675,60019,3,1,1,3.322,1724,364000
676,60032,9,5,2,1.4,5467,1110787
677,60000,1,1,0,2.901,663,134685
678,60011,6,4,2,0.812,3787,782571
679,60045,5,2,2,1.645,2906,610642
680,60010,3,1,1,1.7,1730,360863
681,60048,8,3,3,4.512,4638,970287
682,60037,9,7,2,0.291,5939,1221557
683,60043,7,2,2,4.452,3929,823360
684,60015,7,3,2,1.31,4060,836855
685,60027,7,4,2,4.785,4329,931636
686,60040,5,3,2,1.405,3061,645300
687,60002,1,1,0,1.94,736,167601
688,60009,7,1,2,2.043,3685,753956
689,60030,9,5,2,2.009,5505,1147807
690,60047,1,1,0,2.955,725,152389
691,60005,9,2,2,3.602,4896,1046448
692,60016,9,4,2,3.969,5304,1095840
693,60037,7,2,2,2.931,3934,833757
694,60000,7,3,2,1.451,4058,826435
695,60020,1,1,0,3.773,654,143567
696,60001,6,4,2,2.752,3786,791516
697,60017,5,1,2,3.751,2703,563449
698,60027,5,2,2,2.102,2951,642621
699,60038,3,1,1,4.861,1690,365571
700,60045,2,1,0,2.256,1159,244297
701,60020,5,2,2,0.334,2915,598572
702,60026,6,4,2,0.663,3767,769810
703,60041,7,2,2,1.628,3856,812803
704,60016,3,1,1,1.902,1729,360505
705,60043,5,2,2,2.547,2908,609635
706,60028,5,3,2,2.697,3068,639486
707,60028,8,2,3,2.036,4377,907981
708,60012,1,1,0,3.187,743,172544
709,60047,5,1,2,2.841,2670,560819
710,60000,3,1,1,2.862,1722,356290
711,60006,3,1,1,2.194,1723,361264
712,60005,6,2,2,4.636,3384,749218
713,60037,9,5,3,3.986,5455,1153232
714,60017,5,3,2,0.547,3148,636429
715,60000,3,1,1,2.288,1655,340020
716,60031,8,4,3,1.526,4846,1007985
717,60014,1,1,0,1.926,745,163363
718,60009,7,4,2,0.899,4293,869836
719,60037,8,6,3,1.377,5178,1084787
720,60036,1,1,0,1.564,705,175634
721,60022,9,7,3,3.648,5861,1244344
722,60002,4,1,1,0.972,2200,465561
723,60039,8,4,2,4.394,4809,993014
724,60007,7,5,2,1.755,4545,927722
725,60045,6,1,2,0.251,3179,658272
726,60048,1,1,0,1.469,733,144072
727,60014,7,1,2,0.995,3709,771508
728,60010,2,1,0,4.577,1231,265448
729,60048,4,1,1,2.199,2244,459922
730,60016,8,4,2,2.933,4780,985860
731,60015,7,3,2,4.415,4150,870380
732,60032,5,2,2,4.11,2874,605737
733,60008,5,2,2,0.604,2928,599691
734,60009,8,6,2,1.93,5165,1049391
735,60034,2,1,0,2.444,1223,257733
736,60049,1,1,0,0.421,660,137798
737,60046,3,1,1,1.769,1655,376547
738,60035,7,5,2,1.597,4466,915027
739,60014,8,2,2,3.381,4360,913638
740,60021,8,4,3,0.474,4781,981127
741,60008,8,3,3,1.085,4607,947896
742,60046,7,3,2,0.502,4107,870612
743,60018,7,1,2,2.076,3734,788043
744,60048,2,1,0,3.042,1228,250937
745,60030,6,2,2,3.559,3419,738357
746,60007,6,4,2,4.082,3849,800157
747,60013,2,1,0,3.234,1153,263546
748,60030,5,2,2,0.487,2924,623997
749,60011,7,5,2,1.677,4521,933696
750,60005,6,4,2,2.616,3843,830918
751,60039,8,6,3,4.271,5223,1085199
752,60045,9,6,2,3.446,5684,1175247
753,60019,9,6,3,2.87,5661,1169140
754,60032,1,1,0,2.699,744,152682
755,60048,5,3,2,3.516,3094,646507
756,60019,4,1,1,3.398,2171,453780
757,60039,4,2,1,2.483,2411,493859
758,60024,6,4,2,0.79,3849,820280
759,60030,2,1,0,2.949,1218,275107
760,60011,9,4,2,3.817,5256,1091396
761,60023,1,1,0,2.565,690,160634
762,60014,7,4,2,3.787,4305,904668
763,60003,7,1,2,1.895,3679,759867
764,60005,9,7,2,0.737,5854,1223723
765,60012,3,1,1,1.225,1703,364734
766,60022,6,2,2,0.829,3451,738249
767,60046,1,1,0,2.448,717,182342
768,60008,7,3,2,0.511,4072,828026
769,60026,4,2,1,3.525,2387,498120
770,60033,7,1,2,3.476,3708,801663
771,60008,8,6,2,1.302,5154,1048381
772,60006,8,6,2,4.172,5235,1083554
773,60019,7,2,2,3.385,3923,814115
774,60021,7,2,2,1.935,3866,795432
775,60033,9,2,2,2.712,4881,1032443
776,60001,2,1,0,4.129,1232,267601
777,60035,3,1,1,1.687,1730,358277
778,60044,3,1,1,0.497,1694,347650
779,60014,9,2,2,3.697,4914,1026018
780,60000,5,3,2,4.361,3092,647785
781,60030,7,4,2,0.328,4257,889802
782,60033,6,4,2,1.083,3815,811098
783,60036,1,1,0,1.758,656,166804
784,60026,3,1,1,2.791,1691,355250
785,60016,6,1,2,1.944,3175,659915
786,60029,4,2,1,4.87,2432,529913
787,60011,6,1,2,4.032,3242,689671
788,60000,9,4,3,3.64,5258,1087380
789,60034,4,2,1,3.171,2376,501968
790,60001,1,1,0,2.675,661,146131
791,60013,2,1,0,1.23,1192,261326
792,60047,7,1,2,0.817,3679,752499
793,60026,7,2,2,4.465,3869,809220
794,60012,8,6,2,4.718,5214,1094399
795,60022,1,1,0,0.306,694,164234
796,60004,3,1,1,2.454,1700,355819
797,60002,2,1,0,3.075,1220,270076
798,60044,3,1,1,1.065,1719,355490
799,60040,7,3,2,2.96,4100,860875
800,60037,8,6,2,2.617,5232,1091787
801,60045,6,1,2,4.714,3227,690187
802,60008,5,2,2,2.332,2949,612531
803,60021,5,3,2,1.378,3116,642647
804,60045,9,4,3,0.254,5323,1097087
805,60008,1,1,0,0.378,680,128961
806,60046,2,1,0,0.867,1244,279837
807,60015,3,1,1,4.969,1676,368350
808,60014,5,3,2,1.65,3137,660383
809,60035,6,3,2,4.09,3644,763092
810,60048,1,1,0,4.83,709,156077
811,60020,1,1,0,3.223,666,143217
812,60029,6,2,2,1.038,3417,717753
813,60022,6,4,2,2.896,3762,810784
814,60004,1,1,0,3.687,683,148584
815,60013,6,2,2,4.532,3369,733236
816,60033,8,3,3,1.465,4622,984408
817,60023,8,4,2,3.172,4847,1015069
818,60007,2,1,0,4.988,1175,249887
819,60005,2,1,0,4.412,1244,300098
820,60031,8,4,2,0.857,4815,988440
821,60038,8,4,3,3.202,4837,1006676
822,60017,4,2,1,3.413,2397,490559
823,60003,9,5,3,3.249,5466,1134037
824,60031,2,1,0,1.19,1167,240505
825,60028,2,1,0,1.851,1205,242656
826,60018,9,6,2,0.835,5671,1169238
827,60019,7,1,2,4.094,3691,771260
828,60003,3,1,1,2.166,1734,362222
829,60019,8,5,2,2.139,4967,1016685
830,60016,3,1,1,0.514,1667,341165
831,60026,1,1,0,1.224,693,137815
832,60007,3,1,1,2.67,1732,359697
833,60001,4,1,1,2.738,2235,471246
834,60024,5,1,2,4.621,2683,606235
835,60002,1,1,0,2.58,675,158601
836,60007,6,3,2,1.006,3583,731577
837,60025,8,4,3,2.875,4807,1013345
838,60028,1,1,0,1.831,734,148356
839,60042,8,2,2,4.555,4441,927864
840,60012,6,3,2,2.74,3633,768309
841,60001,7,2,2,3.738,3886,816446
842,60021,4,1,1,4.131,2203,463812
843,60045,4,1,1,3.018,2168,459907
844,60020,6,1,2,4.716,3203,678082
845,60024,6,3,2,1.437,3613,776315
846,60011,9,6,2,3.277,5733,1184096
847,60037,1,1,0,1.014,746,166572
848,60040,1,1,0,1.149,734,158620
849,60032,4,1,1,1.848,2177,445027
850,60023,7,4,2,3.844,4280,905029
851,60045,8,2,3,2.968,4428,931657
852,60033,5,1,2,2.81,2747,606133
853,60047,3,1,1,0.441,1699,344619
854,60013,2,1,0,4.368,1249,288416
855,60038,1,1,0,1.242,705,140476
856,60046,9,6,3,1.067,5741,1210237
857,60007,7,1,2,2.573,3667,756212
858,60040,9,3,2,4.705,5116,1072800
859,60031,6,1,2,1.189,3158,658700
860,60024,9,7,2,2.738,5918,1243820
861,60026,2,1,0,3.325,1192,248120
862,60029,8,6,2,0.926,5156,1064993
863,60031,8,4,3,3.868,4836,1017695
864,60004,3,1,1,2.942,1705,359259
865,60042,9,7,2,4.567,5938,1227324
866,60014,8,3,2,2.102,4560,947243
867,60017,1,1,0,2.968,658,130534
868,60003,4,1,1,3.997,2245,473577
869,60028,9,4,2,0.747,5294,1074936
870,60030,2,1,0,1.259,1228,268657
871,60046,3,1,1,0.936,1684,378182
872,60046,3,1,1,2.474,1655,380072
873,60000,9,4,3,2.414,5326,1094850
874,60006,5,2,2,4.316,2919,621074
875,60047,8,3,3,3.583,4596,959729
876,60029,7,3,2,1.585,4056,848288
877,60034,4,2,1,1.261,2397,496618
878,60039,3,1,1,4.545,1703,362569
879,60034,8,3,2,1.955,4626,955888
880,60046,4,1,1,2.312,2184,485062
881,60003,2,1,0,1.801,1150,233597
882,60018,2,1,0,2.991,1214,268618
883,60007,2,1,0,4.115,1173,245122
884,60001,8,5,2,2.456,5023,1037436
885,60044,4,1,1,3.658,2227,470055
886,60030,6,1,2,4.389,3153,689307
887,60012,4,1,1,4.883,2239,490224
888,60030,2,1,0,1.062,1167,255472
889,60017,3,1,1,0.292,1709,337354
890,60039,1,1,0,4.869,702,153989
891,60007,2,1,0,2.688,1162,235787
892,60030,5,2,2,2.018,2940,634852
893,60023,3,1,1,1.146,1666,358739
894,60009,1,1,0,4.538,658,141031
895,60027,9,2,3,4.607,4949,1064746
896,60006,5,2,2,4.716,2919,623074
897,60026,3,1,1,3.498,1661,352785
898,60027,7,3,2,4.018,4116,885201
899,60013,9,6,2,2.54,5675,1184476
900,60038,5,1,2,2.409,2744,574111
901,60037,8,2,2,0.82,4358,908002
902,60048,6,2,2,2.737,3434,710612
903,60046,2,1,0,3.443,1162,276317
904,60006,8,2,2,1.776,4434,911374
905,60014,8,5,3,3.26,4986,1048233
906,60022,4,2,1,0.784,2417,521224
907,60017,3,1,1,1.607,1694,340929
908,60011,7,1,2,4.915,3681,781886
909,60027,2,1,0,2.209,1232,279356
910,60012,3,1,1,2.886,1743,381039
911,60016,1,1,0,4.068,740,163535
912,60010,6,3,2,3.773,3620,759228
913,60049,6,3,2,4.431,3601,766048
914,60002,6,3,2,4.142,3649,781211
915,60017,3,1,1,1.333,1728,346359
916,60005,4,1,1,3.228,2161,487578
917,60040,7,1,2,3.527,3682,780110
918,60045,6,4,2,4.337,3815,805902
919,60034,8,2,3,2.194,4362,914283
920,60020,8,2,2,3.214,4428,915572
921,60010,1,1,0,4.098,695,155853
922,60042,3,1,1,0.728,1673,345129
923,60006,8,6,3,1.321,5154,1063099
924,60015,9,6,3,0.365,5676,1165330
925,60040,4,2,1,3.181,2382,508380
926,60025,5,2,2,1.047,2869,606605
927,60010,9,2,2,1.574,4862,996633
928,60030,6,4,2,1.921,3831,812567
929,60022,1,1,0,3.61,749,191754
930,60039,2,1,0,0.642,1211,234654
931,60027,5,2,2,2.541,2862,627016
932,60047,8,2,2,0.366,4366,887644
933,60028,3,1,1,1.959,1652,342596
934,60003,6,1,2,3.678,3202,673382
935,60034,4,2,1,2.5,2370,497413
936,60010,2,1,0,3.205,1168,245988
937,60023,3,1,1,1.023,1670,358924
938,60039,2,1,0,0.419,1216,234539
939,60026,7,4,2,2.688,4341,894735
940,60049,5,3,2,0.465,3124,650818
941,60027,5,1,2,2.659,2744,604006
942,60006,3,1,1,0.76,1676,344694
943,60043,5,3,2,0.705,3064,631625
944,60000,4,1,1,4.152,2164,451140
945,60005,3,1,1,1.98,1676,384338
946,60005,9,6,2,4.031,5673,1203993
947,60024,5,3,2,1.683,3130,680945
948,60021,8,3,2,2.906,4642,955487
949,60001,8,5,2,3.783,5002,1039871
950,60027,9,2,3,1.681,4943,1048916
951,60022,9,6,2,3.577,5686,1198989
952,60041,4,1,1,4.15,2243,492813
953,60048,3,1,1,2.254,1680,347397
954,60001,1,1,0,2.724,714,156976
955,60022,4,2,1,1.21,2441,528154
956,60019,2,1,0,0.752,1165,229350
957,60028,4,2,1,4.795,2406,507576
958,60035,3,1,1,1.196,1732,356222
959,60049,7,3,2,1.083,4127,854508
960,60018,5,1,2,2.755,2688,582238
961,60006,6,1,2,0.569,3250,668539
962,60047,9,7,2,3.377,5901,1209699
963,60013,6,2,2,0.623,3360,711891
964,60028,8,3,3,4.338,4640,972091
965,60048,8,5,3,2.498,4976,1027817
966,60020,8,5,3,3.632,5016,1045262
967,60009,1,1,0,2.349,744,147286
968,60020,5,2,2,3.923,2934,620317
969,60010,2,1,0,3.433,1238,261128
970,60035,4,2,1,1.128,2408,491082
971,60004,5,2,2,0.5,2890,594049
972,60025,3,1,1,2.42,1745,378670
973,60045,3,1,1,4.203,1672,366632
974,60047,6,2,2,3.954,3396,711584
975,60009,9,2,2,4.904,4916,1014461
976,60039,7,5,2,3.693,4469,921509
977,60022,9,2,3,1.723,4911,1044719
978,60028,5,1,2,2.661,2728,571306
979,60023,1,1,0,3.246,670,160039
980,60042,6,1,2,3.004,3163,664509
981,60030,4,1,1,0.304,2206,469482
982,60009,6,4,2,0.937,3776,766626
983,60046,4,2,1,3.655,2397,534377
984,60034,6,4,2,2.001,3829,796718
985,60013,2,1,0,4.974,1221,285846
986,60023,2,1,0,0.678,1203,253799
987,60017,5,2,2,3.352,2866,594054
988,60012,7,4,2,4.725,4262,904034
989,60023,6,1,2,4.897,3211,696494
990,60043,1,1,0,2.421,674,142205
991,60040,2,1,0,3.23,1212,264625
992,60042,5,2,2,3.062,2937,619599
993,60047,1,1,0,2.248,721,148054
994,60023,5,1,2,3.402,2723,591419
995,60010,2,1,0,3.814,1246,264633
996,60001,9,2,3,3.062,4946,1035066
997,60000,8,2,2,3.92,4406,908380
998,60032,3,1,1,3.275,1688,354362
999,60026,7,2,2,4.557,3932,822280
1000,60014,9,7,2,1.301,5929,1217038
1001,60003,5,3,2,1.941,3110,646297
1002,60004,2,1,0,4.223,1221,258864
1003,60031,9,4,2,0.551,5291,1082110
1004,60017,8,4,2,2.27,4781,971644
1005,60008,1,1,0,3.98,712,153371
1006,60004,6,2,2,1.946,3364,696079
1007,60021,9,5,3,3.746,5506,1142487
1008,60045,5,2,2,2.921,2916,619022
1009,60047,2,1,0,3.066,1173,242544
1010,60004,3,1,1,4.824,1669,361469
1011,60039,5,3,2,0.451,3135,638499
1012,60002,5,2,2,1.581,2895,617606
1013,60026,3,1,1,4.249,1727,369740
1014,60048,5,2,2,1.767,2894,597762
1015,60005,2,1,0,4.169,1160,282083
1016,60015,8,5,2,1.371,5026,1030360
1017,60043,1,1,0,2.024,748,155020
1018,60024,9,7,2,3.512,5937,1251490
1019,60025,4,2,1,3.148,2353,503910
1020,60034,2,1,0,1.033,1223,250678
1021,60013,8,2,3,2.366,4448,948206
1022,60008,4,2,1,3.084,2408,498091
1023,60041,1,1,0,0.829,700,157608
1024,60046,2,1,0,2.038,1246,286092
1025,60028,7,4,2,2.196,4334,890181
1026,60037,9,5,3,2.039,5552,1162897
1027,60046,5,3,2,2.061,3070,671007
1028,60045,7,3,2,0.35,4122,847367
1029,60048,1,1,0,1.037,680,131312
1030,60032,5,3,2,1.094,3124,640657
1031,60025,8,3,3,1.054,4619,966640
1032,60007,6,3,2,1.482,3637,744757
1033,60018,2,1,0,4.185,1220,275788
1034,60018,2,1,0,4.696,1214,277143
1035,60021,3,1,1,4.984,1653,358077
1036,60034,9,3,3,2.657,5136,1071398
1037,60034,4,1,1,0.78,2196,454013
1038,60028,5,1,2,4.962,2655,568211
1039,60030,9,2,2,2.659,4927,1035457
1040,60034,3,1,1,4.099,1700,371408
1041,60034,7,3,2,4.968,4117,869153
1042,60024,9,2,3,2.607,4905,1050565
1043,60018,9,6,2,2.437,5745,1192048
1044,60031,5,1,2,2.961,2711,578160
1045,60038,3,1,1,4.305,1705,365791
1046,60010,5,2,2,4.945,2853,611688
1047,60034,9,3,3,2.206,5134,1068743
1048,60030,5,2,2,2.525,2948,638987
1049,60012,4,1,1,1.138,2218,467299
1050,60023,7,2,2,1.731,3913,821064
1051,60038,4,1,1,0.802,2174,442076
1052,60006,1,1,0,2.587,738,156229
1053,60036,3,1,1,4.748,1680,396554
1054,60011,3,1,1,4.361,1736,380116
1055,60024,8,5,3,2.284,5032,1074350
1056,60007,6,3,2,4.739,3615,756642
1057,60017,5,1,2,3.512,2694,560454
1058,60041,5,1,2,3.693,2711,594128
1059,60035,6,2,2,4.915,3447,727817
1060,60001,3,1,1,0.845,1710,356781
1061,60019,6,3,2,3.043,3648,757405
1062,60047,5,1,2,0.598,2661,547804
1063,60017,4,2,1,1.956,2374,478674
1064,60014,2,1,0,1.966,1239,262363
1065,60045,4,1,1,4.592,2188,471777
1066,60003,9,4,3,2.159,5343,1103987
1067,60023,4,2,1,2.292,2449,521069
1068,60026,8,3,2,4.146,4602,954225
1069,60047,2,1,0,4.083,1160,245029
1070,60008,6,3,2,4.922,3624,760481
1071,60041,8,2,3,4.91,4425,953013
1072,60007,2,1,0,3.013,1212,247412
1073,60016,3,1,1,1.493,1654,343460
1074,60026,7,3,2,3.286,4128,855125
1075,60005,7,4,2,4.943,4349,943753
1076,60047,9,4,3,0.394,5340,1092584
1077,60007,5,2,2,0.432,2940,600107
1078,60043,6,3,2,2.667,3581,744835
1079,60017,4,1,1,3.348,2222,455234
1080,60011,4,2,1,3.354,2356,499081
1081,60036,4,2,1,4.18,2414,540514
1082,60047,5,2,2,2.143,2908,604929
1083,60040,2,1,0,2.438,1183,254865
1084,60034,3,1,1,0.699,1703,355008
1085,60012,8,4,2,2.637,4800,1001194
1086,60039,2,1,0,3.797,1156,239429
1087,60039,9,3,2,1.943,5145,1047959
1088,60005,3,1,1,4.55,1692,400388
1089,60046,6,1,2,0.811,3187,688157
1090,60012,4,2,1,2.656,2405,512289
1091,60027,1,1,0,0.665,689,163036
1092,60036,9,2,3,2.71,4912,1052764
1093,60035,1,1,0,1.151,695,138597
1094,60018,7,3,2,1.063,4062,848578
1095,60031,8,4,2,2.303,4783,989270
1096,60018,6,4,2,3.259,3772,801558
1097,60028,6,3,2,0.725,3616,739226
1098,60044,7,2,2,2.878,3896,809955
1099,60007,4,1,1,4.61,2161,455197
1100,60024,9,7,3,3.559,5908,1255925
1101,60019,3,1,1,0.518,1745,354180
1102,60036,1,1,0,0.738,670,164504
1103,60044,2,1,0,2.474,1202,249135
1104,60033,7,1,2,2.115,3690,791258
1105,60007,6,4,2,3.895,3815,792422
1106,60011,5,1,2,2.848,2712,577751
1107,60037,8,4,3,0.33,4756,995152
1108,60002,6,2,2,3.157,3400,726486
1109,60040,1,1,0,0.795,709,151850
1110,60009,5,1,2,3.18,2749,572441
1111,60039,8,2,3,0.561,4392,900449
1112,60037,1,1,0,0.289,700,153747
1113,60026,3,1,1,1.554,1687,348265
1114,60049,3,1,1,0.444,1683,352513
1115,60047,5,2,2,2.713,2922,610579
1116,60028,3,1,1,4.099,1703,363496
1117,60013,7,5,2,2.967,4523,956211
1118,60022,7,1,2,1.55,3677,787054
1119,60029,8,4,2,4.297,4777,1006048
1120,60014,5,1,2,0.733,2742,576798
1121,60043,5,2,2,2.544,2928,613620
1122,60006,3,1,1,2.35,1674,352244
1123,60038,6,3,2,1.755,3562,734441
1124,60025,3,1,1,1.157,1722,367755
1125,60024,3,1,1,2.363,1667,381745
1126,60034,3,1,1,3.329,1693,366158
1127,60020,5,3,2,4.976,3073,653382
1128,60021,8,4,3,3.465,4776,995082
1129,60049,5,2,2,4.085,2950,634118
1130,60025,5,1,2,3.641,2675,580775
1131,60048,3,1,1,1.216,1720,350207
1132,60000,2,1,0,4.817,1151,241865
1133,60002,9,3,3,2.306,5136,1079431
1134,60035,8,6,2,3.338,5155,1061532
1135,60000,5,2,2,2.058,2931,604070
1136,60006,9,7,2,4.325,5894,1216119
1137,60049,4,2,1,4.443,2427,521308
1138,60034,7,4,2,3.863,4292,898628
1139,60040,1,1,0,3.942,741,173985
1140,60008,6,1,2,3.852,3194,669131
1141,60018,9,5,2,2.046,5462,1133493
1142,60032,3,1,1,1.006,1679,341217
1143,60015,5,3,2,0.34,3137,647405
1144,60039,4,1,1,0.758,2195,442034
1145,60031,5,2,2,0.254,2918,606025
1146,60039,4,2,1,1.611,2405,488299
1147,60007,8,4,3,1.951,4767,983102
1148,60021,8,6,3,1.556,5212,1072737
1149,60005,3,1,1,0.952,1726,389198
1150,60009,3,1,1,2.268,1656,339281
1151,60030,3,1,1,1.262,1714,375872
1152,60016,2,1,0,0.631,1194,237150
1153,60038,5,1,2,1.245,2729,565291
1154,60037,2,1,0,0.736,1155,246982
1155,60034,6,2,2,1.322,3424,712323
1156,60048,6,2,2,0.449,3437,699772
1157,60005,5,3,2,2.372,3100,681098
1158,60006,6,3,2,3.235,3602,752269
1159,60001,4,2,1,3.636,2362,501136
1160,60046,6,4,2,4.021,3789,824607
1161,60034,8,4,3,4.671,4831,1020468
1162,60029,6,3,2,0.908,3610,755703
1163,60018,3,1,1,3.582,1743,387373
1164,60036,8,5,2,4.689,5020,1074259
1165,60042,4,1,1,3.503,2167,457804
1166,60028,2,1,0,2.367,1191,242436
1167,60032,2,1,0,1.314,1242,245357
1168,60014,8,3,3,4.702,4567,971643
1169,60017,2,1,0,1.98,1196,233194
1170,60031,8,4,3,0.823,4769,989070
1171,60022,3,1,1,1.884,1742,391724
1172,60036,2,1,0,4.003,1245,295829
1173,60002,6,4,2,0.937,3794,794186
1174,60019,2,1,0,4.158,1246,262580
1175,60005,8,6,2,1.612,5202,1097698
1176,60015,8,2,2,2.751,4357,903460
1177,60031,6,3,2,3.055,3617,759830
1178,60020,1,1,0,1.956,737,151082
1179,60043,2,1,0,3.045,1218,254125
1180,60021,6,3,2,3.488,3602,750397
1181,60049,5,1,2,3.792,2669,576453
1182,60028,4,2,1,4.344,2418,507721
1183,60039,1,1,0,4.98,678,149744
1184,60014,5,2,2,1.076,2938,617713
1185,60002,3,1,1,2.182,1720,375611
1186,60013,8,6,3,2.244,5227,1103396
1187,60046,8,3,3,1.451,4601,984157
1188,60028,4,2,1,4.637,2439,513386
1189,60048,9,3,2,1.23,5057,1027677
1190,60039,4,2,1,1.875,2450,498619
1191,60014,9,4,3,0.371,5335,1103588
1192,60001,2,1,0,4.241,1248,271361
1193,60031,5,3,2,3.788,3084,656895
1194,60027,4,2,1,1.901,2425,526416
1195,60033,5,2,2,2.217,2902,634168
1196,60004,4,1,1,3.991,2223,468104
1197,60007,7,4,2,3.753,4276,883912
1198,60028,5,1,2,4.46,2703,575301
1199,60037,7,5,2,1.155,4472,932477
1200,60014,4,2,1,2.348,2426,511673
1201,60036,5,2,2,3.158,2916,645804
1202,60022,7,1,2,2.107,3721,798639
1203,60008,6,4,2,4.661,3783,790976
1204,60048,1,1,0,2.001,715,143132
1205,60021,8,3,3,2.32,4604,954957
1206,60006,2,1,0,2.389,1162,240039
1207,60016,1,1,0,0.68,672,132995
1208,60015,8,3,3,3.333,4603,965570
1209,60047,2,1,0,1.222,1169,232524
1210,60009,8,4,3,1.783,4846,994856
1211,60032,3,1,1,4.326,1737,369417
1212,60006,3,1,1,3.844,1660,356914
1213,60028,2,1,0,4.251,1228,259256
1214,60036,8,4,3,2.267,4825,1033149
1215,60002,2,1,0,2.078,1207,262491
1216,60043,2,1,0,0.54,1152,228400
1217,60005,7,4,2,4.172,4298,929698
1218,60049,1,1,0,4.81,657,159143
1219,60013,7,1,2,1.277,3722,787561
1220,60030,3,1,1,1.806,1669,369592
1221,60046,4,2,1,2.64,2419,533702
1222,60030,1,1,0,3.998,664,169552
1223,60001,9,4,2,1.755,5272,1083731
1224,60011,8,3,3,4.573,4625,978976
1225,60043,4,2,1,0.455,2403,488175
1226,60029,8,3,2,4.505,4605,972688
1227,60014,5,3,2,1.44,3113,654533
1228,60017,7,2,2,2.57,3911,799144
1229,60038,2,1,0,3.953,1150,243031
1230,60028,9,6,2,4.826,5683,1173131
1231,60017,6,2,2,2.997,3434,705879
1232,60037,7,2,2,4.012,3918,835962
1233,60027,7,1,2,4.263,3721,807426
1234,60002,5,1,2,0.414,2670,566771
1235,60004,3,1,1,2.341,1735,362254
1236,60021,7,1,2,1.674,3728,766527
1237,60018,2,1,0,3.58,1179,264563
1238,60048,6,1,2,3.744,3218,672447
1239,60044,5,2,2,2.56,2899,608965
1240,60001,3,1,1,3.002,1681,361766
1241,60035,5,1,2,1.03,2673,553592
1242,60038,1,1,0,4.068,741,161806
1243,60034,6,4,2,2.99,3760,787863
1244,60002,9,4,3,2.456,5285,1109981
1245,60025,8,6,3,2.421,5213,1092275
1246,60021,4,2,1,2.857,2387,494242
1247,60031,1,1,0,2.491,714,156410
1248,60037,9,6,2,3.727,5740,1198937
1249,60001,1,1,0,4.548,747,172696
1250,60038,4,1,1,3.168,2225,464106
1251,60048,5,2,2,2.65,2863,595977
1252,60038,3,1,1,1.182,1734,355976
1253,60047,5,2,2,3.562,2875,605424
1254,60006,4,2,1,3.862,2384,501804
1255,60033,4,1,1,0.826,2246,486013
1256,60007,6,2,2,2.186,3448,710477
1257,60026,5,2,2,3.608,2898,610735
1258,60044,8,3,2,3.671,4608,956320
1259,60010,3,1,1,4.971,1653,361818
1260,60009,8,2,2,2.506,4353,889871
1261,60043,3,1,1,2.92,1726,365100
1262,60020,2,1,0,1.256,1240,248182
1263,60009,8,6,2,3.031,5203,1062496
1264,60043,5,2,2,2.689,2926,613945
1265,60024,6,2,2,1.502,3429,739840
1266,60031,7,1,2,3.787,3712,782490
1267,60012,8,5,3,1.835,5007,1048584
1268,60006,9,3,2,1.47,5117,1046444
1269,60043,1,1,0,3.381,742,160605
1270,60003,3,1,1,3.434,1660,353762
1271,60002,8,6,2,3.836,5155,1080881
1272,60035,9,7,2,4.493,5914,1219107
1273,60018,8,3,2,3.628,4644,977803
1274,60007,7,4,2,2.949,4264,877492
1275,60005,2,1,0,2.973,1244,292903
1276,60017,3,1,1,3.442,1693,349904
1277,60000,9,2,2,2.278,4900,998970
1278,60010,3,1,1,4.431,1699,368318
1279,60033,4,2,1,3.53,2412,532733
1280,60036,9,6,2,3.342,5652,1193924
1281,60048,5,3,2,1.488,3133,644167
1282,60001,5,1,2,1.421,2730,573661
