id,height,width,depth,shape,quality,cost
743,83,70,16,ellipsoid,21,354.72
744,34,24,63,box,14,543.79
745,30,25,52,box,41,283.02
746,44,2,22,cylinder,44,10.47
747,54,40,22,ellipsoid,10,206.57
748,90,42,50,cylinder,11,1624.97
749,55,10,44,cylinder,90,23.37
750,6,96,28,cylinder,37,98.15
751,86,84,42,ellipsoid,95,73.27
752,18,15,43,ellipsoid,10,50.47
753,78,53,21,box,11,950.35
754,23,14,47,box,89,20.47
755,14,89,38,ellipsoid,64,82.33
756,72,1,86,cylinder,21,47.25
757,42,93,35,box,70,504.45
758,39,48,11,box,39,154.5
759,12,82,44,cylinder,46,225.85
760,73,50,21,cylinder,66,251.75
761,17,5,72,ellipsoid,19,23.94
762,65,44,29,box,67,336.65
763,72,65,83,cylinder,5,3564.86
764,88,27,48,ellipsoid,82,99.15
765,66,78,11,box,13,605.97
766,67,71,24,ellipsoid,17,457.7
767,95,19,25,box,41,327.47
768,41,9,22,cylinder,39,47.83
769,84,72,89,ellipsoid,2,2547.96
770,43,85,81,ellipsoid,60,572
771,27,36,90,ellipsoid,84,67.6
772,95,38,12,cylinder,17,347.34
773,68,27,66,box,50,745.23
774,27,55,55,cylinder,44,441.84
775,29,47,45,ellipsoid,74,77.02
776,85,92,47,cylinder,2,3479.57
777,62,24,38,cylinder,17,453.37
778,97,64,93,cylinder,80,1115.47
779,28,22,95,ellipsoid,61,110.23
780,84,56,96,box,18,4554.67
781,46,83,79,ellipsoid,8,1340.34
782,56,71,81,cylinder,47,1648.93
783,98,18,21,cylinder,21,282.7
784,59,30,81,box,31,1216.78
785,4,1,6,box,54,0.13
786,73,43,95,box,29,2604.22
787,6,39,84,cylinder,41,112.03
788,51,78,95,cylinder,46,1971.41
789,39,51,63,cylinder,5,1149.98
790,5,65,52,box,56,91.46
791,66,29,85,ellipsoid,22,612.94
792,7,78,71,ellipsoid,76,44.93
793,60,95,96,ellipsoid,32,1797.29
794,25,14,47,ellipsoid,37,50.05
795,4,87,4,ellipsoid,88,0.8
796,2,31,53,cylinder,43,18.09
797,95,92,99,box,53,5002.06
798,81,81,54,ellipsoid,13,1488.84
799,61,86,27,cylinder,3,1327.26
800,6,99,77,ellipsoid,88,26.51
801,78,84,83,box,45,3678.91
802,27,86,1,ellipsoid,50,5.6
803,82,87,69,box,93,423.82
804,72,56,29,box,88,172.58
805,22,81,16,ellipsoid,86,19.28
806,6,62,84,ellipsoid,50,75.46
807,67,62,47,box,26,1777.05
808,25,40,20,box,82,44.28
809,33,92,5,cylinder,16,123.18
810,31,44,5,cylinder,57,28.33
811,59,10,57,ellipsoid,55,73.09
812,11,24,73,ellipsoid,93,6.51
813,3,75,86,box,75,59.5
814,29,37,99,cylinder,95,51.3
815,36,96,94,cylinder,88,376.59
816,75,75,57,cylinder,84,495.57
817,73,70,16,box,13,874.91
818,70,54,24,ellipsoid,46,236.62
819,58,31,54,box,86,167.19
820,11,53,45,box,62,122.62
821,65,72,96,cylinder,35,2821.14
822,96,81,25,box,71,693.42
823,90,2,95,ellipsoid,27,60.29
824,19,71,72,ellipsoid,97,14.07
825,96,44,76,cylinder,17,2574.01
826,62,80,48,ellipsoid,38,712.98
827,79,35,76,box,92,206.77
828,98,24,86,cylinder,54,898.85
829,48,98,26,cylinder,88,141.78
830,1,40,96,box,41,27.86
831,23,42,92,box,14,940.08
832,6,52,56,cylinder,66,57.38
833,70,11,58,ellipsoid,76,51.77
834,79,51,42,ellipsoid,66,277.9
835,96,92,36,ellipsoid,78,337.86
836,52,90,70,box,89,443.24
837,86,98,83,box,15,7313.52
838,5,87,2,ellipsoid,50,2.1
839,79,30,27,cylinder,79,129.81
840,15,73,29,ellipsoid,4,147.24
841,96,17,34,box,6,641.55
842,71,98,85,ellipsoid,79,599.91
843,88,59,83,ellipsoid,38,1290.53
844,59,13,58,box,85,82.07
845,99,27,83,cylinder,21,1693.16
846,93,6,46,ellipsoid,36,79.34
847,6,1,37,ellipsoid,32,0.72
848,25,83,10,cylinder,61,78.17
849,38,97,10,box,59,185.88
850,79,3,61,ellipsoid,25,52.37
851,12,15,56,ellipsoid,26,36.02
852,67,65,20,ellipsoid,44,235.59
853,30,94,72,ellipsoid,29,696.31
854,92,15,74,ellipsoid,67,162.77
855,84,98,24,cylinder,24,1450.52
856,90,5,43,ellipsoid,93,6.54
857,17,97,83,ellipsoid,53,310.71
858,68,23,17,box,58,137.35
859,94,71,69,box,24,4304.81
860,42,89,79,ellipsoid,15,1212.41
861,68,99,45,box,20,2980.92
862,9,18,72,ellipsoid,94,3.38
863,10,19,56,cylinder,67,33.91
864,30,18,72,ellipsoid,82,33.8
865,44,61,34,ellipsoid,47,233.61
866,41,62,9,box,40,168.83
867,75,29,53,box,88,170.14
868,48,64,7,cylinder,70,62.32
869,18,99,69,cylinder,53,558.27
870,58,58,27,cylinder,74,228.13
871,15,40,31,ellipsoid,98,1.79
872,50,94,15,box,87,112.72
873,62,33,55,ellipsoid,40,326.12
874,9,79,83,cylinder,96,22.8
875,66,89,54,ellipsoid,20,1225.69
876,10,59,25,cylinder,43,81.21
877,96,88,17,cylinder,82,249.72
878,24,47,4,box,81,10.54
879,4,84,74,cylinder,65,84.06
880,40,18,10,box,25,66.42
881,57,88,5,cylinder,44,135.67
882,74,34,37,ellipsoid,75,112.41
883,89,48,46,cylinder,50,949.19
884,51,52,42,cylinder,21,850.05
885,26,84,47,box,67,416.64
886,1,62,81,cylinder,57,20.86
887,46,99,49,box,49,1399.79
888,6,4,21,cylinder,7,4.52
889,29,27,63,cylinder,80,95.3
890,71,23,81,cylinder,17,1060.58
891,58,89,60,ellipsoid,66,508.64
892,10,4,50,box,55,11.07
893,35,98,48,cylinder,73,429.43
894,76,13,89,ellipsoid,54,195.37
895,68,96,81,cylinder,17,4239.73
896,92,90,68,ellipsoid,22,2121.28
897,74,44,70,box,55,1261.53
898,58,45,10,cylinder,51,123.54
899,13,43,29,cylinder,52,75.17
900,55,38,4,cylinder,22,62.99
901,8,6,67,ellipsoid,75,3.88
902,55,66,29,box,68,414.34
903,13,10,86,ellipsoid,83,9.18
904,19,39,61,ellipsoid,8,200.86
905,26,15,88,cylinder,86,46.41
906,36,89,59,ellipsoid,23,703.07
907,87,64,92,cylinder,99,49.48
908,66,6,36,ellipsoid,17,57.15
909,41,60,66,box,26,1477.8
910,52,59,9,ellipsoid,35,86.69
911,40,86,13,box,55,247.52
912,36,16,93,ellipsoid,35,168.18
913,69,56,41,ellipsoid,48,397.91
914,94,52,77,box,12,4073.89
915,5,30,93,ellipsoid,31,46.49
916,77,12,73,cylinder,56,286.7
917,62,36,69,ellipsoid,58,312.43
918,42,67,99,cylinder,81,511.33
919,96,37,46,ellipsoid,54,363.03
920,70,14,54,cylinder,87,66.45
921,93,40,12,box,25,411.8
922,79,23,46,cylinder,9,734.76
923,73,95,66,ellipsoid,69,685.35
924,69,75,80,box,9,4633.9
925,4,58,48,cylinder,100,0
926,3,9,37,ellipsoid,4,4.63
927,61,88,43,cylinder,44,1248.71
928,56,11,30,ellipsoid,20,71.4
929,31,22,79,cylinder,8,478.84
930,95,70,30,ellipsoid,52,462.53
931,26,82,26,box,97,20.45
932,61,31,53,box,88,147.92
933,92,49,79,box,68,1401.73
934,64,71,13,ellipsoid,97,8.55
935,5,73,49,cylinder,72,48.37
936,9,5,74,ellipsoid,80,3.21
937,25,5,80,cylinder,79,20.28
938,35,92,65,ellipsoid,5,960.41
939,12,73,37,ellipsoid,68,50.09
940,48,21,22,box,1,270.03
941,59,76,24,box,22,1032.46
942,72,10,20,box,81,33.65
943,3,60,41,ellipsoid,50,17.82
944,32,10,72,ellipsoid,18,91.25
945,7,75,31,box,22,156.14
946,83,91,87,cylinder,30,4443.56
947,67,73,80,cylinder,50,1889.96
948,40,60,83,cylinder,57,827.47
949,10,94,20,cylinder,2,177.98
950,4,29,9,cylinder,85,1.51
951,89,33,47,ellipsoid,36,426.72
952,34,78,9,box,35,190.82
953,76,90,54,ellipsoid,51,874.2
954,69,11,85,ellipsoid,64,112.18
955,25,6,28,ellipsoid,43,11.56
956,42,28,72,box,34,687.36
957,26,54,93,cylinder,64,454.09
958,53,29,49,ellipsoid,42,210.99
959,19,89,68,ellipsoid,37,349.91
960,5,57,84,cylinder,57,99.44
961,76,70,71,box,54,2137.13
962,60,23,93,box,75,394.64
963,38,40,5,cylinder,67,24.22
964,34,28,14,ellipsoid,70,19.31
965,32,72,13,box,2,361.04
966,67,88,31,cylinder,19,1430.2
967,39,92,89,box,52,1885.33
968,58,83,80,box,75,1184.24
969,84,5,72,ellipsoid,34,96.4
970,36,80,9,cylinder,61,97.65
971,44,61,70,box,34,1525.2
972,23,76,64,cylinder,54,497.13
973,5,90,32,cylinder,22,108.5
974,28,14,67,cylinder,21,200.43
975,21,55,20,cylinder,5,211.99
976,75,94,80,ellipsoid,31,1879.72
977,58,26,41,ellipsoid,41,176.19
978,2,66,53,cylinder,68,21.62
979,72,71,99,ellipsoid,54,1124.47
980,23,60,9,box,6,143.6
981,17,83,76,box,71,382.51
982,81,67,99,box,87,859.09
983,59,12,8,cylinder,25,41.03
984,75,21,67,cylinder,14,876.69
985,68,4,5,box,32,11.37
986,82,59,3,ellipsoid,44,39.25
987,53,50,80,box,38,1616.71
988,38,55,35,ellipsoid,64,127.19
989,72,91,48,box,83,657.61
990,31,8,11,cylinder,78,5.79
991,30,16,41,cylinder,45,104.56
992,54,73,53,ellipsoid,66,343.11
993,63,27,25,ellipsoid,47,108.86
994,50,67,81,ellipsoid,4,1258.24
995,73,74,32,ellipsoid,41,492.63
996,47,49,73,box,22,1612.93
997,77,98,81,ellipsoid,61,1151.41
998,66,23,82,box,10,1377.94
999,59,82,20,ellipsoid,73,126.18
1000,7,78,55,cylinder,61,113.13
1001,81,3,86,cylinder,18,165.54
1002,14,47,98,cylinder,34,411.14
1003,47,46,50,cylinder,13,908.53
1004,4,17,6,cylinder,96,0.15
1005,21,81,41,ellipsoid,14,289.7
1006,96,94,23,ellipsoid,44,561.4
1007,71,2,10,ellipsoid,80,1.37
1008,19,44,74,ellipsoid,15,253.99
1009,62,18,61,ellipsoid,100,0
1010,97,77,43,ellipsoid,39,946.29
1011,20,62,53,box,84,129.33
1012,62,32,3,box,89,8.05
1013,97,94,17,box,15,1620.58
1014,25,84,30,box,72,216.97
1015,97,75,57,box,83,867.08
1016,59,85,48,cylinder,11,2069.65
1017,68,33,80,cylinder,7,1612.83
1018,11,31,31,ellipsoid,24,38.8
1019,43,17,38,box,75,85.41
1020,20,36,51,box,11,401.97
1021,70,48,71,ellipsoid,65,403.3
1022,60,60,41,ellipsoid,18,584.6
1023,95,61,71,ellipsoid,74,516.71
1024,86,62,14,ellipsoid,91,32.45
1025,91,42,90,box,27,3088.59
1026,57,39,79,ellipsoid,57,364.75
1027,18,61,95,ellipsoid,69,156.18
1028,38,47,99,box,77,500.2
1029,19,56,26,cylinder,58,112.24
1030,71,87,19,ellipsoid,26,419.49
1031,95,27,81,cylinder,100,0
1032,30,19,32,ellipsoid,9,80.17
1033,8,95,96,cylinder,49,359.45
1034,71,6,67,cylinder,12,242.63
1035,72,92,63,ellipsoid,22,1572.24
1036,20,22,83,box,74,116.79
1037,93,26,82,cylinder,55,861.94
1038,77,60,53,ellipsoid,80,236.54
1039,82,26,47,ellipsoid,51,237.16
1040,38,57,54,ellipsoid,95,28.24
1041,79,57,39,cylinder,89,186.61
1042,13,98,13,cylinder,17,132.79
1043,12,98,88,cylinder,97,29.99
1044,60,27,19,cylinder,93,20.81
1045,22,89,98,cylinder,56,815.61
1046,25,82,97,ellipsoid,63,355.37
1047,13,92,13,cylinder,88,18.02
1048,64,36,1,cylinder,99,0.22
1049,46,66,68,cylinder,80,398.87
1050,69,74,4,cylinder,43,112.46
1051,61,83,61,cylinder,35,1939.3
1052,66,48,30,box,54,537.73
1053,68,56,37,box,41,1022.48
1054,99,23,35,box,32,666.56
1055,67,18,25,box,9,337.46
1056,52,97,90,ellipsoid,4,2105
1057,69,44,93,box,35,2257.37
1058,74,81,96,ellipsoid,44,1556.47
1059,88,47,43,box,74,568.75
1060,60,4,55,cylinder,67,42.08
1061,13,93,28,ellipsoid,39,99.74
1062,42,80,47,cylinder,42,884.83
1063,71,27,24,cylinder,87,57.77
1064,88,24,11,box,99,2.85
1065,14,59,73,ellipsoid,37,183.48
1066,5,35,75,cylinder,66,43.1
1067,49,97,5,box,17,242.61
1068,58,51,65,box,5,2246.67
1069,57,85,43,ellipsoid,94,60.37
1070,1,90,42,cylinder,20,29.21
1071,21,94,84,cylinder,19,1297.49
1072,67,35,23,ellipsoid,26,192.78
1073,73,74,82,cylinder,7,3979.66
1074,83,64,41,box,12,2357.38
1075,11,38,77,box,5,376.09
1076,79,63,9,cylinder,5,411.08
1077,37,45,70,ellipsoid,76,135.11
1078,37,91,63,cylinder,30,1434.42
1079,19,26,33,cylinder,98,3.14
1080,9,37,18,box,81,14
1081,54,54,13,ellipsoid,27,133.66
1082,77,98,24,ellipsoid,64,314.91
1083,77,51,31,box,34,988.26
1084,29,77,19,ellipsoid,5,194.68
1085,45,28,30,ellipsoid,61,71.2
1086,68,90,63,cylinder,17,3091.47
1087,91,42,25,box,90,117.52
1088,20,28,33,box,54,104.55
1089,2,55,39,cylinder,42,24.03
1090,76,71,9,cylinder,11,417.54
1091,58,89,4,cylinder,32,135.63
1092,76,24,8,ellipsoid,63,26.07
1093,42,20,34,cylinder,85,41.38
1094,48,36,34,cylinder,1,561.89
1095,87,35,70,ellipsoid,22,803.05
1096,45,91,46,cylinder,11,1619.55
1097,90,60,95,ellipsoid,93,173.45
1098,17,65,70,cylinder,52,358.67
1099,25,62,61,box,10,1046.66
1100,96,44,64,cylinder,80,522.31
1101,23,80,49,cylinder,12,766.46
1102,60,69,11,cylinder,35,285.95
1103,1,4,59,ellipsoid,16,0.95
1104,18,17,70,box,63,97.48
1105,60,44,36,ellipsoid,23,353.47
1106,19,41,43,ellipsoid,17,134.29
1107,30,30,71,box,66,267.22
1108,31,87,32,ellipsoid,98,8.33
1109,72,25,31,box,82,123.54
1110,75,43,88,ellipsoid,90,137.08
1111,78,49,36,ellipsoid,33,445.27
1112,24,11,5,ellipsoid,73,1.72
1113,74,77,26,ellipsoid,52,343.48
1114,9,34,33,box,78,27.32
1115,34,30,42,box,24,400.46
1116,74,91,26,cylinder,89,186.05
1117,27,37,97,box,83,202.62
1118,56,45,56,ellipsoid,92,54.53
1119,97,91,30,ellipsoid,45,703.49
1120,18,49,5,box,92,4.33
1121,75,19,49,cylinder,79,141.65
1122,10,21,49,cylinder,100,0
1123,17,35,29,cylinder,36,106.68
1124,96,70,9,ellipsoid,25,219.09
1125,72,12,79,cylinder,19,534.09
1126,73,52,11,cylinder,12,354.97
1127,48,91,84,cylinder,99,35.44
1128,18,29,8,cylinder,37,25.41
1129,10,83,76,cylinder,88,73.12
1130,17,50,15,box,50,78.41
1131,12,61,8,box,16,60.5
1132,32,59,65,cylinder,83,201.53
1133,33,39,98,ellipsoid,58,255.86
1134,23,22,87,cylinder,6,399.75
1135,75,96,38,cylinder,58,1110.09
1136,68,47,38,ellipsoid,48,305.04
1137,68,63,67,cylinder,45,1525.04
1138,42,30,74,ellipsoid,92,36.02
1139,45,98,61,cylinder,67,857.58
1140,63,17,39,ellipsoid,96,8.07
1141,43,37,73,box,36,914.27
1142,14,54,6,ellipsoid,23,16.87
1143,44,57,83,cylinder,43,1146.23
1144,96,43,83,box,47,2233.56
1145,89,43,78,box,65,1285.06
1146,66,74,38,cylinder,11,1595.67
1147,83,6,28,box,77,39.44
1148,47,66,72,ellipsoid,54,496.24
1149,71,17,14,cylinder,69,50.6
1150,11,70,94,ellipsoid,6,328.63
1151,33,19,9,box,6,65.24
1152,2,92,21,cylinder,86,5.22
1153,20,31,3,box,77,5.26
1154,57,29,78,ellipsoid,53,292.7
1155,13,32,49,box,9,228.15
1156,24,70,96,box,22,1547.32
1157,88,42,56,box,86,356.41
1158,59,46,16,box,13,464.68
1159,80,99,39,box,62,1443.7
1160,63,65,30,cylinder,54,545.91
1161,46,53,49,cylinder,68,369.29
1162,60,43,95,cylinder,20,1894.21
1163,68,87,54,ellipsoid,33,1033.85
1164,90,81,45,cylinder,54,1457.78
1165,45,11,92,box,57,240.86
1166,64,45,38,box,52,646.13
1167,39,10,22,cylinder,68,26.52
1168,98,33,21,cylinder,93,45.92
1169,5,84,38,cylinder,1,152.63
1170,78,63,56,cylinder,37,1674.78
1171,60,23,37,ellipsoid,6,231.83
1172,91,93,24,box,89,274.81
1173,10,87,35,cylinder,97,8.82
1174,60,30,60,cylinder,88,125.19
1175,99,89,8,ellipsoid,15,289.4
1176,69,40,43,cylinder,22,894.26
1177,15,86,9,ellipsoid,82,10.09
1178,26,98,50,cylinder,22,959.97
1179,32,86,51,cylinder,68,433.87
1180,14,20,95,cylinder,96,10.27
1181,61,5,59,cylinder,6,163.4
1182,74,60,25,box,55,614.38
1183,2,3,50,cylinder,4,2.78
1184,13,51,89,ellipsoid,75,71.25
1185,44,11,91,box,85,81.26
1186,36,40,17,ellipsoid,68,37.83
1187,84,85,25,ellipsoid,50,431.09
1188,25,71,16,cylinder,37,172.84
1189,77,70,20,cylinder,27,760.21
1190,80,3,11,cylinder,37,16.06
1191,85,14,21,cylinder,5,229.34
1192,8,89,90,ellipsoid,44,173.33
1193,64,75,12,cylinder,68,178.06
1194,95,91,9,box,88,114.84
1195,86,22,42,box,71,283.44
1196,22,36,41,box,60,159.76
1197,46,70,53,ellipsoid,67,272.02
1198,70,64,9,ellipsoid,44,109.06
1199,86,40,79,box,69,1036.22
1200,52,27,93,ellipsoid,90,63.06
1201,90,84,95,ellipsoid,29,2463.02
1202,15,62,58,cylinder,62,198.01
1203,22,5,73,cylinder,41,45.76
1204,12,84,10,ellipsoid,44,27.26
1205,41,98,58,cylinder,96,90.05
1206,93,62,98,box,95,347.51
1207,35,49,16,ellipsoid,70,39.76
1208,47,54,62,box,38,1199.99
1209,86,96,25,ellipsoid,90,99.69
1210,84,25,15,cylinder,3,295.17
1211,25,85,17,box,24,337.69
1212,1,42,77,ellipsoid,32,10.62
1213,77,57,34,cylinder,17,1196.51
1214,18,38,49,ellipsoid,60,64.75
1215,70,37,65,box,100,0
1216,60,39,62,box,60,713.79
1217,21,86,87,ellipsoid,38,470.53
1218,29,86,11,cylinder,74,68.9
1219,36,13,61,box,71,101.83
1220,87,94,76,cylinder,23,4623.23
1221,28,17,60,box,22,274
1222,39,45,80,cylinder,50,678.15
1223,98,49,80,ellipsoid,88,222.66
1224,14,88,77,cylinder,100,0
1225,57,66,4,box,1,183.23
1226,83,56,18,box,88,123.48
1227,20,54,75,cylinder,13,680.76
1228,36,6,55,cylinder,70,34.42
1229,43,23,96,ellipsoid,11,408.15
1230,11,46,20,cylinder,10,87.98
1231,66,42,41,box,100,0
1232,22,37,91,box,46,491.99
1233,17,71,27,box,23,308.65
1234,14,58,21,ellipsoid,70,24.7
1235,45,93,29,cylinder,61,457.24
1236,83,78,65,cylinder,61,1585.42
1237,21,14,69,cylinder,73,52.91
1238,73,84,17,ellipsoid,84,80.56
1239,20,21,9,box,84,7.43
1240,7,41,41,cylinder,28,81.84
1241,93,77,3,box,67,87.19
1242,3,58,4,ellipsoid,47,1.78
1243,77,84,31,cylinder,56,852.27
1244,29,81,76,box,18,1800.59
1245,10,33,25,box,100,0
1246,56,76,51,ellipsoid,44,587.11
1247,50,63,84,box,36,2082.93
1248,55,36,18,cylinder,23,265.1
1249,98,51,51,cylinder,94,147.74
1250,34,85,23,box,13,711.29
1251,92,13,90,cylinder,77,239.16
1252,44,4,54,box,33,78.32
1253,5,74,55,cylinder,20,157.27
1254,93,34,48,box,2,1829.5
1255,94,30,61,cylinder,88,199.41
1256,65,20,1,box,27,11.67
1257,69,4,70,cylinder,6,175.44
1258,52,27,5,ellipsoid,17,28.14
1259,62,7,34,box,36,116.15
1260,32,27,33,box,69,108.71
1261,34,30,16,box,87,26.09
1262,11,69,15,ellipsoid,75,13.74
1263,42,84,10,ellipsoid,29,120.99
1264,71,66,87,box,40,3008.69
1265,15,61,68,box,76,183.67
1266,96,67,81,ellipsoid,99,25.16
1267,22,33,13,box,83,19.73
1268,77,84,22,ellipsoid,93,48.11
1269,25,54,42,ellipsoid,60,109.54
1270,11,36,68,cylinder,87,33.81
1271,40,45,70,ellipsoid,7,566
1272,57,8,31,cylinder,74,35.5
1273,57,28,78,cylinder,15,1022.21
1274,46,57,83,cylinder,85,315.35
1275,54,5,17,ellipsoid,17,18.4
1276,23,87,94,box,6,2174.74
1277,9,98,12,cylinder,56,44.98
1278,67,87,8,cylinder,16,378.4
1279,89,79,1,box,56,38.05
1280,14,61,66,ellipsoid,49,138.84
1281,93,69,59,box,87,605.38
1282,71,53,58,ellipsoid,65,368.97
1283,7,12,88,box,45,50
1284,39,21,13,ellipsoid,36,32.91
1285,44,78,45,box,17,1576.67
1286,52,15,3,cylinder,90,2.26
1287,69,71,47,ellipsoid,46,600.57
1288,44,30,72,ellipsoid,79,96.4
1289,78,45,57,box,41,1451.9
1290,20,81,26,box,67,170.96
1291,85,6,59,box,45,203.55
1292,63,98,77,ellipsoid,73,619.99
1293,98,88,75,ellipsoid,14,2686.78
1294,89,84,94,cylinder,58,2851.29
1295,54,71,42,cylinder,62,591.12
1296,37,10,56,ellipsoid,78,22.01
1297,78,2,70,cylinder,89,11.6
1298,30,72,67,box,9,1619.85
1299,65,67,86,cylinder,63,1338.7
1300,81,74,29,box,48,1111.79
1301,86,35,46,ellipsoid,58,280.89
1302,64,57,47,cylinder,67,546.58
1303,70,73,75,ellipsoid,91,166.6
1304,55,42,71,cylinder,33,1061.54
1305,70,41,78,ellipsoid,54,497.39
1306,59,68,26,ellipsoid,46,272.07
1307,24,58,48,box,14,706.77
1308,60,90,55,cylinder,60,1147.65
1309,7,47,76,box,54,141.47
1310,6,71,48,ellipsoid,23,76.05
1311,82,98,37,ellipsoid,96,57.44
1312,90,97,69,cylinder,59,2385.84
1313,94,57,65,cylinder,19,2725.18
1314,44,68,6,box,40,132.48
1315,49,14,56,box,48,245.7
1316,52,21,72,cylinder,99,7.59
1317,38,79,71,box,86,367.03
1318,50,21,75,ellipsoid,69,117.91
1319,18,21,39,box,87,23.57
1320,13,89,70,box,48,518.01
1321,60,7,39,ellipsoid,73,21.36
1322,20,32,59,box,12,408.71
1323,42,36,85,cylinder,72,347.63
1324,82,4,23,box,80,18.55
1325,49,49,89,box,57,1130.2
1326,82,70,19,box,24,1019.49
1327,64,32,54,cylinder,26,790.58
1328,29,14,99,cylinder,65,135.9
1329,86,89,30,ellipsoid,95,55.45
1330,87,92,88,ellipsoid,20,2721.72
1331,70,48,45,cylinder,74,379.76
1332,99,42,99,box,87,658.21
1333,6,50,23,box,43,48.37
1334,69,87,17,box,39,765.68
1335,38,34,19,box,20,241.55
1336,17,29,70,box,40,254.68
1337,29,4,69,ellipsoid,52,18.55
1338,73,67,14,cylinder,5,628.41
1339,99,52,75,cylinder,16,3133.09
1340,72,61,5,cylinder,9,193.04
1341,82,93,4,cylinder,36,188.59
1342,42,10,71,cylinder,22,224.69
1343,37,61,16,ellipsoid,76,41.86
1344,17,39,85,ellipsoid,100,0
1345,56,71,12,cylinder,55,207.41
1346,65,14,84,ellipsoid,88,44.3
1347,17,17,32,box,58,47.77
1348,56,4,92,ellipsoid,74,25.88
1349,84,12,82,ellipsoid,18,327.38
1350,96,82,71,ellipsoid,27,1970.74
1351,71,65,47,box,9,2427.81
1352,19,74,93,cylinder,19,1023.17
1353,52,70,39,box,55,785.74
1354,59,30,98,box,63,789.41
1355,54,39,11,cylinder,98,4.47
1356,97,24,82,cylinder,86,258.17
1357,99,94,11,ellipsoid,53,232.39
1358,59,34,17,box,91,37.75
1359,82,59,13,box,87,100.56
1360,3,11,29,cylinder,23,7.11
1361,5,58,69,ellipsoid,44,54.12
1362,7,10,10,ellipsoid,85,0.5
1363,94,81,98,ellipsoid,88,432.49
1364,11,44,44,ellipsoid,18,84.34
1365,39,69,80,cylinder,25,1559.76
1366,44,69,26,box,94,58.25
1367,16,67,74,ellipsoid,73,103.45
1368,69,67,91,ellipsoid,77,467.36
1369,30,96,36,ellipsoid,53,235.37
1370,57,89,91,box,25,4258.65
1371,17,38,26,ellipsoid,20,64.9
1372,28,35,61,cylinder,61,225.22
1373,13,32,71,ellipsoid,46,77.03
1374,61,72,79,cylinder,24,2547.4
1375,89,53,53,ellipsoid,89,132.83
1376,7,46,78,box,85,46.33
1377,68,98,67,cylinder,42,2501.68
1378,33,18,44,cylinder,39,154.01
1379,43,92,84,box,16,3433.36
1380,54,69,31,cylinder,66,379.38
1381,11,48,82,ellipsoid,22,163.12
1382,58,74,81,cylinder,43,1914.32
1383,81,5,44,cylinder,42,99.84
1384,36,94,59,box,32,1669.92
1385,17,2,94,box,63,14.54
1386,29,31,83,ellipsoid,84,57.66
1387,63,29,45,box,88,121.34
1388,36,27,2,cylinder,8,17.27
1389,79,34,7,ellipsoid,86,12.71
1390,12,42,8,cylinder,48,20.25
1391,13,4,88,box,53,26.45
1392,76,78,93,box,96,271.24
1393,68,92,75,ellipsoid,94,135.97
1394,37,21,7,box,68,21.4
1395,13,35,13,ellipsoid,61,11.14
1396,23,27,55,ellipsoid,27,120.43
1397,43,27,58,box,67,273.32
1398,81,9,49,ellipsoid,45,94.89
1399,35,79,47,box,17,1326.71
1400,31,71,55,ellipsoid,38,362.52
1401,84,22,66,box,89,165.02
1402,9,60,88,cylinder,89,50.49
1403,2,14,57,cylinder,73,4.16
1404,98,68,19,cylinder,26,905.13
1405,47,58,30,box,60,402.35
1406,93,78,47,cylinder,4,3161.85
1407,21,67,68,ellipsoid,46,249.55
1408,94,80,23,ellipsoid,64,300.75
1409,75,54,23,cylinder,47,476.92
1410,35,15,52,ellipsoid,100,0
1411,68,64,66,ellipsoid,52,665.94
1412,11,32,38,box,79,34.55
1413,18,13,21,ellipsoid,67,7.83
1414,27,12,85,ellipsoid,81,25.27
1415,11,86,27,cylinder,36,157.91
1416,10,29,36,ellipsoid,89,5.54
1417,78,66,49,box,51,1520.32
1418,77,44,86,ellipsoid,60,562.94
1419,43,4,45,ellipsoid,85,5.6
1420,98,81,93,ellipsoid,41,2103.83
1421,98,62,15,ellipsoid,19,356.58
1422,90,55,50,box,71,882.83
1423,99,87,47,ellipsoid,3,1896.65
1424,83,1,49,box,95,2.5
1425,86,31,9,box,90,29.51
1426,78,53,22,cylinder,34,579.87
1427,77,45,25,ellipsoid,11,372.39
1428,10,13,85,cylinder,62,40.56
1429,45,56,78,box,41,1426.43
1430,71,27,26,ellipsoid,26,178.15
1431,39,2,34,box,28,23.48
1432,39,64,51,box,53,735.89
1433,87,5,50,ellipsoid,25,78.79
1434,47,15,5,ellipsoid,74,4.42
1435,45,26,26,cylinder,55,132.24
1436,23,4,89,box,38,62.44
1437,15,91,97,box,19,1319.15
1438,65,95,89,box,34,4461.44
1439,30,83,77,cylinder,85,277.82
